Vereinsname,Land,"aktueller Marktwert",Ablösesummen,Differenz,Durchschnittsalter
"Eintracht Offenbach",Deutschland,12667032,4209717,8457315,26.55
"Olympiakos Achna",Zypern,21111479,12679556,8431923,25.23
"Rayo Jumilla",Spanien,12786831,4363334,8423497,25.52
"Sportsko Zenica","Bosnien und Herzegowina",49592583,41173068,8419515,27.43
"ZG Rudeš 55",Kroatien,75367860,66953573,8414287,28.36
"KEC Emmen",Niederlande,14655025,6262622,8392403,27.00
"AW Berchem",Belgien,26225032,17848593,8376439,28.45
"Drogheda City",Irland,14865945,6529284,8336661,25.95
"Banja Luka CF","Bosnien und Herzegowina",14834071,6508550,8325521,27.59
"Brócoli Lorca",Spanien,19345740,11027638,8318102,26.39
"Korčula Blato",Kroatien,35989772,27674857,8314915,27.36
"Cáceres Extremadura",Spanien,17153381,8840355,8313026,27.96
"Jahn Wiedenbrück",Deutschland,12352742,4049653,8303089,25.57
"FV Zoro",Aserbaidschan,18814462,10511638,8302824,26.41
"Unión Madeira",Portugal,67661526,59368222,8293304,27.52
"SFC Ravensburg",Deutschland,12104672,3815290,8289382,27.74
"SK Vránika Ostrava",Tschechien,42834846,34549509,8285337,27.18
"VS Acquaviva",San Marino,39311410,31026363,8285047,26.91
"Brighton Seagulls",England,66676710,58394954,8281756,27.59
"Opava FV",Tschechien,24419294,16141939,8277355,26.09
"Tiflis SC",Georgien,14161141,5926258,8234883,27.77
"Warta Częstochowa",Polen,34712035,26480447,8231588,25.64
"SC Starkstrom Wien",Österreich,11842247,3628688,8213559,26.41
"AC Palermo ",Italien,70456457,62276949,8179508,29.50
"Blessed St Albans",England,11947442,3769328,8178114,26.36
"Uniòn Sassari",Italien,13685114,5509231,8175883,27.45
"FV Brehl St. Gallen",Schweiz,33151904,24989707,8162197,28.05
"KF Radar Kakanj","Bosnien und Herzegowina",13453321,5303547,8149774,26.73
"FC Oriént",Portugal,12147438,3999764,8147674,26.73
"Pfalz Weiden",Deutschland,13524907,5392622,8132285,25.64
"SPV Cursneuen",Deutschland,12039100,3909353,8129747,26.27
"Saint Ptuj 1935",Slowenien,27043553,18937395,8106158,27.96
"Port Talbot County",Wales,22874869,14771494,8103375,26.82
"Rouge Stern Paris",Frankreich,25490647,17396174,8094473,27.45
"SSV Halberstadt 98",Deutschland,28317935,20232012,8085923,28.17
"Huddersfield Sports",England,74400998,66316286,8084712,30.00
"Cambridge Town",England,13330903,5261906,8068997,27.95
"Găgăuzia Ceadîr-Lunga",Moldawien,29848941,21784852,8064089,27.91
"Union Garching",Deutschland,12233071,4175425,8057646,26.27
"Kurd Borlänge",Schweden,17719412,9671798,8047614,27.91
"Union Reggio",Italien,18036779,9996368,8040411,27.55
"Zakarpatti Uzhgorod",Ukraine,15244079,7220996,8023083,27.95
"ACF Ayr",Schottland,20023195,12000762,8022433,25.91
"SD Granada",Spanien,19028174,11021514,8006660,27.00
"FC Mbour",Lettland,38819796,30815558,8004238,27.09
"OS St.-Étienne",Frankreich,21209008,13215382,7993626,25.82
"FCU Haibach",Deutschland,12240508,4247992,7992516,26.91
"BPS Landskrona",Schweden,31580234,23603178,7977056,28.22
"KS Sarpsborg 07",Norwegen,21834521,13864082,7970439,26.91
"FK Mezőkövesd 76",Ungarn,20406294,12479362,7926932,27.95
"DAX Silkeborg",Dänemark,12218259,4298145,7920114,27.55
"AL Nímes",Frankreich,27455860,19538843,7917017,25.73
"SU Leganés",Spanien,23129873,15220261,7909612,27.18
"AT Fostiras",Griechenland,41385049,33479691,7905358,27.39
"Športový Trenčín",Slowakei,42028154,34125574,7902580,28.23
"Rayo Goitioltza",Spanien,12767410,4867243,7900167,27.82
"Zelena Stara Sagora",Bulgarien,30474762,22583706,7891056,27.04
"Sonnenhof Schönberg",Deutschland,12191191,4316906,7874285,24.74
"Uniune Orhei",Moldawien,24271601,16405381,7866220,27.18
"St. Suðuroy 05",Färöer,12122653,4265013,7857640,27.18
"Intra Turku",Finnland,24642075,16818574,7823501,27.50
"Leuven Duivels",Belgien,14622289,6813169,7809120,27.09
"SK Elverum",Norwegen,11742731,3948022,7794709,26.41
"Anadolu Sivas",Türkei,13287010,5506021,7780989,27.86
"VfL Braunschweig",Deutschland,19363453,11598476,7764977,28.09
"Kokemäenjoki Pori",Finnland,28628182,20882077,7746105,28.45
"Beuter Jeru FC",Israel,20167927,12429335,7738592,25.41
"Corse Bastia",Frankreich,15078966,7363396,7715570,26.05
"AS Ribelle Ravenna",Italien,24718047,17012601,7705446,26.39
"FV Cavese Calcio",Italien,27326319,19632539,7693780,26.59
"Züricher SK",Schweiz,66236022,58556464,7679558,28.59
"Olga Samara",Russland,15224444,7546467,7677977,27.14
"SC Džepčište 05",Mazedonien,31043600,23372715,7670885,27.91
"ISF Ålesund",Norwegen,118959428,111289524,7669904,30.04
"ETSV Schonnebeck",Deutschland,15084348,7433339,7651009,26.23
"Pinerolo Calcio",Italien,33672835,26023898,7648937,27.00
"AFK Pomorie",Bulgarien,11726133,4090577,7635556,26.86
"SC Cova de Piedade",Portugal,21713735,14081445,7632290,28.39
"Baia Mare CF",Rumänien,73878303,66247586,7630717,28.23
"Victoria Hürth",Deutschland,11558894,3952773,7606121,27.55
"Blau-Gelb Jena",Deutschland,25874603,18273954,7600649,28.23
"Olympique Dioa",Lettland,11229448,3630995,7598453,25.52
"Loja FC",Spanien,14411901,6828235,7583666,26.09
"OLFK Bischofswerda",Deutschland,21231653,13651618,7580035,26.36
"Soria CF",Spanien,13049353,5488012,7561341,28.64
"AFK Eberau",Österreich,12784998,5227591,7557407,26.95
"ES Alcoy",Spanien,12087103,4550951,7536152,27.45
"FK Olomouc",Tschechien,57648123,50124887,7523236,28.43
"HS Klabi 2005",Finnland,20462969,12953650,7509319,27.50
"FK Fiorentino",San Marino,14927228,7442219,7485009,27.64
"KFV Rijeka",Kroatien,18168120,10695609,7472511,26.43
"Unio Fano 1907",Italien,15160282,7703459,7456823,28.14
"Tweede Enschede",Niederlande,21456653,14008001,7448652,27.52
"PC Strasbourg",Frankreich,26009215,18565261,7443954,26.50
"Wunstorfer SV",Deutschland,13675602,6238226,7437376,27.14
"Fryslân Heerenveen",Niederlande,11454772,4023478,7431294,26.86
"Sachen Markranstädt",Deutschland,11822557,4408768,7413789,27.23
"ASC Kilmarnock",Schottland,79315152,71902531,7412621,27.91
"Baschko Ufa",Russland,46730991,39333165,7397826,27.95
"TuS Nordhausen",Deutschland,47171257,39774403,7396854,28.55
"Westfalia Gütersloh",Deutschland,13916484,6549739,7366745,26.05
"FC Anker Perm",Russland,78008299,70655423,7352876,26.50
"FTA Porvoo",Finnland,13349348,5998002,7351346,27.50
"Lugan County",Nordirland,17007521,9670657,7336864,28.09
"Krayer Kumpels",Deutschland,11373027,4057131,7315896,26.45
"Eteenpäin Valkeakoski",Finnland,26369117,19056132,7312985,28.27
"GAS Ajaccio",Frankreich,27072871,19813860,7259011,27.73
"Coleraine United",Nordirland,40365150,33130698,7234452,27.59
"FV Trabzonhir",Türkei,47396173,40187914,7208259,29.36
"IFK Malmö",Schweden,11318771,4112197,7206574,27.18
"RV Cumbernauld",Schottland,23759446,16574750,7184696,26.74
"Unione Rimini",Italien,52790934,45609529,7181405,28.32
"Elgin Atletic",Schottland,15361369,8183157,7178212,27.14
"Barnsley UK",England,13777480,6634787,7142693,27.59
"NFK Remchingen",Deutschland,10819348,3706234,7113114,26.65
"FC Varese",Italien,11494437,4401462,7092975,27.23
"Atletický Báhoň",Slowakei,27224663,20139769,7084894,26.77
"AS Grumellesi",Italien,11985537,4910650,7074887,25.32
"TSG Goslar 1923",Deutschland,19110846,12046730,7064116,27.32
"SK Prudy",Russland,11390251,4334448,7055803,27.18
"KV Kratovo",Mazedonien,14809934,7759853,7050081,26.14
İhögölaspocht,Türkei,11639715,4590464,7049251,26.77
"UD Barakaldo",Spanien,11286269,4237655,7048614,26.91
"IHS Käpylä",Finnland,14011534,6969232,7042302,27.64
"Eastbourne Union",England,11115888,4129084,6986804,26.73
"Union Rosenheim",Deutschland,52561342,45586168,6975174,27.22
"Előre Szombathely",Ungarn,24243489,17276181,6967308,27.14
"Exeter County",England,10908362,3955126,6953236,24.73
"SCP Tenisca",Spanien,11195958,4247236,6948722,28.05
"SG Arta 2013",Griechenland,28680859,21757086,6923773,27.77
"OL Donezk",Ukraine,15302337,8386598,6915739,28.18
"FSK Bergheim",Österreich,11459923,4554392,6905531,27.45
"Szeged FC",Ungarn,12664890,5759528,6905362,27.55
"Gimnastio Sanluqueño",Spanien,11327455,4426839,6900616,27.18
"Puña Tafalla",Spanien,14353824,7453873,6899951,26.45
"Real Mungia",Spanien,14434182,7570571,6863611,28.09
"SSC Heimstetten",Deutschland,11794668,4939975,6854693,26.59
"ASS Troyes",Frankreich,11302122,4472755,6829367,27.68
"Olympia Lyon",Frankreich,41560145,34734002,6826143,27.18
"Wehener SC",Deutschland,14566376,7745140,6821236,28.64
"Muntenia Călărași",Rumänien,17161075,10340170,6820905,26.30
"Temse Sport",Belgien,10901191,4084847,6816344,28.18
"SSK Halmstad",Schweden,50500043,43691375,6808668,28.00
"Dynamit Budějovice",Tschechien,12771983,6001287,6770696,27.91
"Real Lloseta",Spanien,17603084,10841074,6762010,26.70
"GdL Leipzig",Deutschland,17059934,10366021,6693913,28.55
"FK Zlín 1920",Tschechien,37650239,30975721,6674518,27.27
"Vamos Vallecanos",Spanien,26237048,19588378,6648670,26.77
"Inter Renate",Italien,36142054,29516008,6626046,27.27
"FC Ivantsminda",Georgien,50055699,43438887,6616812,27.04
"Dinamo Kobuleti",Georgien,12280036,5676943,6603093,26.74
"FK Great Britain XIV",Gibraltar,31277170,24677047,6600123,26.82
"US Sochaux",Frankreich,10947892,4348964,6598928,28.64
"Ginnastica Imola",Italien,11721088,5132132,6588956,27.91
"FK Novo Mesto",Slowenien,36975412,30392778,6582634,27.04
"SSV Olginatese",Italien,10374225,3796565,6577660,26.91
"Preußen Neumünster",Deutschland,11142939,4567573,6575366,25.45
"FSV Hildesheim",Deutschland,17601165,11038290,6562875,27.27
"Birmingham Town",England,10725004,4169918,6555086,26.55
"Chaniakose FK",Griechenland,19476925,12939951,6536974,27.05
"MS Akhisar",Türkei,11457177,4935116,6522061,27.27
"FKS Rochdale",England,10285868,3771924,6513944,26.50
"HSV Frankfurt",Deutschland,18062977,11565997,6496980,27.64
"SSC Lanciano",Italien,32245973,25763277,6482696,27.74
"FC Alcantara 1943",Portugal,63350598,56873196,6477402,27.55
"OV Lokeren",Belgien,11456944,4987305,6469639,27.23
"FAK Kemi",Finnland,30559050,24102199,6456851,26.64
"Ibarranense CF",Spanien,10938398,4510248,6428150,28.00
"Rayo Pozoblanco",Spanien,10796884,4386225,6410659,27.14
"Munster Limerick",Irland,27514376,21105575,6408801,27.05
"Union Lommel",Belgien,17109622,10701753,6407869,26.50
"Radar Pljevlja",Montenegro,74275593,67882275,6393318,28.09
"LF Thisted",Dänemark,23086067,16699145,6386922,26.32
"SC Vooruit Boom",Belgien,11032224,4649893,6382331,28.73
"SAA Taggia 1938",Italien,10566960,4201166,6365794,27.77
"Nadyavam Dobrich",Bulgarien,25831955,19476365,6355590,26.64
"Brescia CF",Italien,17195447,10879167,6316280,27.82
"Rasensport Herkenrath",Deutschland,11603989,5290423,6313566,28.14
"Borussia Northeim",Deutschland,10267849,3964040,6303809,26.45
"Káma Naberezhnye",Russland,20609474,14305772,6303702,27.45
"Carmathen United",Wales,20144959,13849717,6295242,26.73
"Ferrara Calcio",Italien,10381128,4101557,6279571,27.68
"FC St. Hardenberg ",Niederlande,11812664,5533415,6279249,27.50
"SSC Pirmasens",Deutschland,10951128,4686369,6264759,26.23
"Lašva Travnik","Bosnien und Herzegowina",25693471,19442421,6251050,26.70
"VfB Elversberg",Deutschland,10094428,3856640,6237788,26.27
"ESS Falkirk",Schottland,10664328,4426555,6237773,28.41
"SK Ústí",Tschechien,11418643,5183801,6234842,25.59
"IFF Västerås 05",Schweden,10658706,4442746,6215960,26.64
"SA Tokat",Türkei,10510945,4306865,6204080,26.41
"Brackley Stars",England,12330824,6148319,6182505,28.09
"Doncaster Knights",England,10108828,3940860,6167968,26.14
"Stade Bern 95",Schweiz,32906470,26750720,6155750,28.09
"Alamat Yerevan",Armenien,35176117,29025015,6151102,28.35
"Preußen Lübeck",Deutschland,12073222,5933726,6139496,26.77
"Fulham United",England,10107597,3974336,6133261,26.32
"Worcester Albion",England,10824552,4691321,6133231,26.50
"Lippstadter FC",Deutschland,9978562,3847951,6130611,25.95
"Viktoria Schaffhausen",Schweiz,21705386,15590220,6115166,26.55
"SSL Ancona",Italien,20401531,14290239,6111292,26.23
"KSA Siedlce",Polen,22927974,16819675,6108299,27.70
"Rupida București",Rumänien,34173296,28074061,6099235,27.95
"Atlético Torrelavega",Spanien,10253743,4159952,6093791,26.86
"Pobizhno Poltawa",Ukraine,31598582,25514716,6083866,26.91
"Athlitikó Smyrna",Griechenland,25739114,19658068,6081046,27.55
"KFC Waalwijk 41",Niederlande,16212630,10135036,6077594,28.32
"RC Dingwall",Schottland,16702944,10630389,6072555,26.91
"SK Haderslev",Dänemark,10421588,4365250,6056338,29.45
"ASK Völkermarkt",Österreich,10148534,4097504,6051030,28.23
"Stalybridge Workers",England,9410187,3360706,6049481,26.41
"AC Poggibonsi",Italien,9962524,3913756,6048768,26.70
"WSC Ruislip",England,10520772,4494551,6026221,26.36
"Atlético Cuenca",Spanien,10033776,4015499,6018277,29.18
"FF Sollenau 1905",Österreich,10576845,4571937,6004908,27.00
"Tirreno Viareggio",Italien,9968051,3978601,5989450,27.95
"US Mallorca",Spanien,50054823,44090969,5963854,26.77
"RSD Segovia",Spanien,10256515,4296200,5960315,26.50
"VC St.-Gilloise Vorst",Belgien,16774354,10816265,5958089,26.36
"SSK Lankowitz",Österreich,15306989,9367730,5939259,26.82
"Concorde Colmar",Frankreich,21209832,15278634,5931198,27.23
"Forrest Bradford",England,11079754,5154271,5925483,26.09
"VfB Rain 1898",Deutschland,11905080,5988611,5916469,27.14
"Canarinhos Bragança",Portugal,36822926,30907561,5915365,27.18
"KF Bacău",Rumänien,14470113,8577795,5892318,27.09
"Cabinteely United",Irland,10605507,4726585,5878922,28.09
"Tiraspol Cowboys ",Moldawien,16790633,10912379,5878254,27.64
"Juve Francavilla",Italien,18835096,12977349,5857747,25.39
"SK Eugendorf",Österreich,26867519,21018880,5848639,27.14
"1. KV Třinec",Tschechien,13475256,7640694,5834562,27.86
"Axalupa Rom",Italien,30407556,24578468,5829088,26.64
"Real Huesca",Spanien,43767367,37950345,5817022,26.96
"Slavia Domžale",Slowenien,19224350,13412437,5811913,27.59
"Hammer BSV",Deutschland,9985037,4176901,5808136,27.41
"SKK Illertissen",Deutschland,9505934,3704794,5801140,27.18
"BSV Auerbach",Deutschland,14015058,8216661,5798397,27.23
"Braintree Union",England,52200336,46408038,5792298,27.64
"ASK Oberwart",Österreich,9858450,4098749,5759701,28.18
"Tamworth Soccer",England,9786450,4028175,5758275,26.23
"Hellas Almelo",Niederlande,72135643,66384520,5751123,29.64
"Macclesfield Roses",England,9716778,3965763,5751015,26.05
"Vedeaux Luçon",Frankreich,22545368,16803446,5741922,26.59
"BH Oradea",Rumänien,11763525,6053909,5709616,27.82
"Alf Sandnes 1913",Norwegen,22101345,16392721,5708624,27.18
"Viktoria Sittard",Niederlande,9974646,4281349,5693297,28.68
"SD Royal Zaragoza",Spanien,28689814,23023656,5666158,28.05
"Metallica Skopje",Mazedonien,18050251,12393161,5657090,27.22
"Vendée Les Herbiers",Frankreich,69539228,63886723,5652505,27.55
"Blackburn Roses",England,25524927,19900749,5624178,28.13
"Harrogate Union",England,9736416,4118984,5617432,25.73
"OKF Montana 1948",Bulgarien,13743391,8135035,5608356,27.32
"Rossoblù L`Aquila",Italien,11454141,5858768,5595373,27.41
"Święto Kielce",Polen,16087248,10492908,5594340,25.86
"Schwyz Tuggen",Schweiz,9674106,4093099,5581007,27.23
"Juve Makov",Slowakei,11244564,5664972,5579592,26.59
"AK Stara Zagora",Bulgarien,15802257,10227303,5574954,27.77
"AC Parma",Italien,79184703,73625028,5559675,29.50
"BFC Freiburg",Deutschland,9850965,4299142,5551823,26.59
Sincanspur,Türkei,9508623,3967970,5540653,28.36
"Dynamo Zwickau",Deutschland,9414482,3884417,5530065,26.77
"TSF Larvik",Norwegen,9526199,4012047,5514152,26.86
"TSG Landsberg",Deutschland,11620109,6109300,5510809,25.41
"BFV Schöeineche",Deutschland,9350683,3840217,5510466,27.18
"SpVgg Kassel",Deutschland,9379408,3878174,5501234,26.59
"BSV Friesdorf",Deutschland,9459804,3973365,5486439,25.86
"Dunawska Razgrad",Bulgarien,62649662,57175536,5474126,27.09
"Tos Montemurlo 1956",Italien,9825281,4356135,5469146,27.68
"Dmino Stavropol",Russland,9427182,3961004,5466178,28.91
"CDO Dijon",Frankreich,36674017,31210858,5463159,27.18
"FK VäxjÖ 1931",Schweden,10491118,5038001,5453117,26.86
"Sporting Wil",Schweiz,10738844,5295098,5443746,29.09
"Ratinger SC 1905",Deutschland,10050633,4633623,5417010,27.09
"Basingstoke Superior",England,13362565,7945614,5416951,26.32
Mersinspor,Türkei,18441646,13039445,5402201,26.09
"Kobuleti FC",Georgien,43563200,38163215,5399985,26.48
"Angel de Compostela",Spanien,11347542,5948400,5399142,26.45
"Austria Imst",Österreich,15526110,10135606,5390504,25.36
"Cardinal Woking",England,27880446,22492581,5387865,27.27
"Borussia Rehden",Deutschland,9573434,4195203,5378231,26.09
"IFK Reichenau",Österreich,61163211,55807013,5356198,26.61
"KS Grimstad",Norwegen,11596285,6246945,5349340,27.73
"RPFV Worms",Deutschland,10683626,5339645,5343981,26.77
"WFV Ahlen",Deutschland,8940527,3599457,5341070,25.82
"TSG Aschaffenburg 04",Deutschland,33827753,28489921,5337832,27.55
"Pohjanmaa Kokkola",Finnland,11206739,5873477,5333262,26.23
"SV Rapperswil-Jona",Schweiz,9227406,3898789,5328617,28.36
"WBV Reutlingen",Deutschland,9139066,3821101,5317965,26.91
"Royal Lier",Belgien,501328995,496019446,5309549,24.63
"Chelyabinsk KV",Russland,19313497,14042764,5270733,26.21
"FC Jeddeloh 1953",Deutschland,9270300,4004168,5266132,27.00
"SK Austria Ferlach",Österreich,9709244,4461328,5247916,27.05
"SG Kapellen 1931",Deutschland,10613747,5372121,5241626,24.64
" Spreča Lukavac","Bosnien und Herzegowina",18464076,13262770,5201306,28.18
"SA Nantes",Frankreich,28910223,23711997,5198226,27.46
"OFG Nice",Frankreich,15169269,9987465,5181804,27.14
"Union St. Gallen",Schweiz,9262448,4081689,5180759,27.95
"UDL Lorca",Spanien,9490468,4313293,5177175,26.23
"Maidstone Champs",England,8952215,3776033,5176182,25.77
"Hérakles Alicante",Spanien,8852355,3694667,5157688,28.09
"Gnaser FC",Österreich,10684556,5531939,5152617,26.91
"Borussia Fürth",Deutschland,9180535,4033862,5146673,26.95
"KV Nazran 92",Russland,9618377,4482020,5136357,27.91
"Dynamo Großbardorf",Deutschland,9506395,4393131,5113264,26.05
"NWV Bergisch Gladbach",Deutschland,8748405,3643222,5105183,27.59
"VfR Seligenstadt",Deutschland,8959372,3880302,5079070,26.27
"Havant Princes",England,8970530,3897457,5073073,26.05
"FSC Großes Aspach",Deutschland,9076275,4011816,5064459,27.82
"Pullacher SC",Deutschland,11628153,6573261,5054892,25.95
"Kidderminster Warriors",England,9389116,4342065,5047051,26.32
"SSC Bremen 1915",Deutschland,14399133,9362283,5036850,24.48
"SS Carrara",Italien,26067538,21033632,5033906,26.87
"CV Pontevedra",Spanien,23976874,18947136,5029738,25.86
"FK Schwechat 1899",Österreich,9238284,4226294,5011990,27.86
"Sporting Roeselare",Belgien,27786514,22775185,5011329,27.00
"Amsterdam Soccer",Niederlande,27834897,22867041,4967856,27.86
"FV Langreo",Spanien,8885781,3936914,4948867,28.23
"RWB Windeck",Deutschland,9594057,4654779,4939278,24.86
"TuS Ulm 1853",Deutschland,9061953,4136083,4925870,27.27
"Bristol Sport",England,39252651,34332445,4920206,27.55
"Krazla Ryazan",Russland,9695732,4784671,4911061,27.09
"Istria Novigrad",Kroatien,29566807,24688315,4878492,28.23
"Pohjanlahti Vaasa",Finnland,29209073,24334932,4874141,28.82
"SK Biel/Bienne",Schweiz,14350199,9485215,4864984,28.23
"Luparense Calcio",Italien,9161750,4309120,4852630,26.55
"Ashton Sports",England,8683000,3840901,4842099,26.50
"OL Grudziądz",Polen,9241180,4401611,4839569,26.32
"Fortemente Vibo",Italien,8860225,4022252,4837973,28.00
"FK Guingamp",Frankreich,26621166,21783662,4837504,27.59
"Plymotuh Emigrants",England,14868504,10053581,4814923,22.50
"Borussia Bautzen",Deutschland,8962353,4157365,4804988,26.32
"CBA Laredo",Spanien,9213324,4413943,4799381,27.05
"Ponsacco Calcio",Italien,9795505,5000498,4795007,27.09
"KOF Oslo",Norwegen,24229049,19436191,4792858,27.70
"Colchester Albion",England,19835617,15043537,4792080,28.09
"Preußen Balingen",Deutschland,8481296,3691790,4789506,26.68
"SK Vertikal Turnovo",Mazedonien,42265020,37489307,4775713,26.91
"WFC Erkenschwick",Deutschland,8689115,3932186,4756929,28.41
"Welling Soccerstars",England,8768321,4021247,4747074,27.64
"Chorley Roses",England,8810815,4066570,4744245,26.50
"FSL Homburg",Deutschland,8760681,4019194,4741487,27.14
"Alliance Bradford",England,14977481,10268724,4708757,27.23
"Stevenage Deers",England,8847823,4157203,4690620,26.55
"Rot-Blau Bonn",Deutschland,11179281,6503902,4675379,25.91
"UD Bermeo",Spanien,8725524,4050690,4674834,26.86
"SAK Łęczna",Polen,57777796,53124034,4653762,25.86
"Värnamo SK",Schweden,22893525,18251316,4642209,26.77
"FK Tychy 1970",Polen,8333338,3712900,4620438,27.50
"Þráttótur Reykjavík",Island,35950487,31359600,4590887,27.41
"Zhunya Kursk",Russland,40474864,35892672,4582192,27.00
"SB Lorient",Frankreich,45754171,41174599,4579572,25.86
"DTE Groesbeek",Niederlande,8711706,4132432,4579274,28.09
"JK Sillam",Estland,28586124,24022958,4563166,27.35
"Sportis Blumenthal",Deutschland,8914589,4353470,4561119,26.55
"Eltersdorfer SV",Deutschland,9604819,5045149,4559670,26.09
"Breisgauer SV",Deutschland,13348617,8796806,4551811,26.86
"Fortuna Seelow",Deutschland,9142945,4592332,4550613,25.95
"FC Brinkum",Deutschland,8704399,4167217,4537182,27.36
"GIN Sestri Levante",Italien,8364186,3843639,4520547,28.73
"Gaza Mediaș",Rumänien,31970022,27457674,4512348,26.59
"Super Weston CF",England,8515803,4006550,4509253,25.32
"FK Raptor Wien",Österreich,19705137,15202340,4502797,27.95
"Nowy Sącz KV",Polen,29598282,25098605,4499677,28.09
"HOM Edinburgh",Schottland,53243065,48746281,4496784,26.54
"ACC Recanati",Italien,8965961,4484659,4481302,27.68
"CS Zamudio",Spanien,8394543,3934913,4459630,27.45
"PCC Chieri",Italien,8538347,4097623,4440724,27.27
"Havelser SC",Deutschland,8488590,4059934,4428656,28.82
"Dinamit Barnaul",Russland,36070131,31642400,4427731,27.57
"AS Ontinyent",Spanien,8726820,4313322,4413498,26.68
"Creo Pomigliano",Italien,8381464,3978837,4402627,28.59
"Fortuna Essen",Deutschland,21391918,16995513,4396405,28.32
"Adler Sprockhövel",Deutschland,8102955,3759955,4343000,26.09
"Alfreton Derbyshire",England,8466231,4136752,4329479,27.36
"Sheffield Swords ",England,58392444,54063784,4328660,26.77
"Graaf Doetinchem",Niederlande,28607483,24280053,4327430,26.55
"Sociedad Almería",Spanien,49532072,45206103,4325969,27.00
"SSC Vilafranca",Spanien,12684701,8374119,4310582,26.86
"ACS Middlesbrough",England,7911985,3602313,4309672,27.95
"CV Atletico Mazzano",Italien,8529946,4225888,4304058,27.36
"Wigan Dynamic",England,8491923,4208928,4282995,26.59
"Metalac Surdulica",Serbien,18566492,14290223,4276269,27.86
"Borussia Wegberg",Deutschland,8211878,3942270,4269608,27.14
"Kupaz Ganja",Aserbaidschan,57237805,52972875,4264930,27.18
"SG Savona 1902",Italien,15238998,10982143,4256855,28.50
"FKS Kołobrzeg",Polen,25870148,21613430,4256718,27.61
"Sportivo Mancha Real",Spanien,8519656,4265906,4253750,27.14
"Barnet Union",England,7941033,3689981,4251052,26.50
"Speertak Rotterdam",Niederlande,23303485,19064808,4238677,25.95
"Extrema Almendralejo",Spanien,11062043,6836408,4225635,27.86
"Wallonia Ciney",Belgien,22494461,18282751,4211710,28.14
"LO Azpeitia",Spanien,8295697,4087720,4207977,26.18
"Lazio Albano",Italien,28766488,24562768,4203720,27.35
"RR Kirkcaldy",Schottland,8810330,4623611,4186719,27.14
"SSV Sonthofen",Deutschland,8221291,4038286,4183005,28.09
"RB Fischeln",Deutschland,21073971,16891658,4182313,26.82
"ASCS San Severo",Italien,8145850,3968891,4176959,26.59
"FK Hoppa Steyr",Österreich,22442673,18299932,4142741,28.09
"FC Euskirchen 1968",Deutschland,8069964,3930613,4139351,27.55
"Nuneaton City 1902",England,8223265,4116828,4106437,26.82
"Mannsdorfer FC",Österreich,7867187,3777169,4090018,27.95
"Uno Seregno 1923",Italien,8321462,4248083,4073379,26.68
"Gateshead Rovers",England,7805548,3733133,4072415,26.23
"Eccellenza Jesina",Italien,8481259,4419659,4061600,26.73
"Chester United",England,7603889,3548272,4055617,27.45
"Olimpico Serravalle",Italien,7952726,3899857,4052869,28.00
"ZK Gdynia",Polen,7819029,3774197,4044832,28.68
"FV Kaunas",Litauen,45092925,41073726,4019199,27.13
"VfL Saar 1925",Deutschland,7852406,3861930,3990476,26.14
"Swansea Town",England,8088979,4103142,3985837,28.00
"Athlitikó Veria",Griechenland,10239285,6257255,3982030,27.55
"TuS Bönningstedt",Deutschland,7719733,3741447,3978286,26.36
"Lok Trnje",Kroatien,34485648,30514672,3970976,27.45
"Karpaky Wola",Polen,23063237,19122344,3940893,27.91
"Merseyside Birk",England,8135859,4208866,3926993,26.64
"Futuro Ciserano",Italien,7825626,3899306,3926320,27.59
"Stockport Hats",England,8133123,4213264,3919859,26.05
"Maidenhead Doves",England,8224706,4306032,3918674,26.32
"USS Torrecuso",Italien,7938174,4019542,3918632,26.73
"Unión Azuqueca",Spanien,7770497,3854247,3916250,27.86
"ASS Piacenza Foot",Italien,8013244,4108388,3904856,27.27
"FK Limassol",Zypern,42640268,38765147,3875121,28.04
"RC Socuéllamos",Spanien,7665204,3797056,3868148,27.32
"Blau-Rot Hollenbach",Deutschland,7885099,4042451,3842648,25.59
"Emilia Lentigione",Italien,7724483,3901368,3823115,26.36
"Sicilia Leonfortese",Italien,7527699,3708912,3818787,28.27
"GSV Barsinghausen",Deutschland,8332640,4514327,3818313,26.41
"SSC Rumelange",Luxemburg,20326091,16531496,3794595,27.82
"SS Vicentino Valdagno",Italien,7855487,4061063,3794424,27.05
"SC Nero Fratta",Italien,9886640,6111148,3775492,27.64
"Olipcza Zambrów",Polen,7860410,4106689,3753721,27.36
"AFC Hemel",England,7849288,4108691,3740597,27.36
"Sportiva Liventina",Italien,7767743,4060807,3706936,27.64
"Unión Calahorra",Spanien,7596536,3897956,3698580,26.68
"Sportfreunde Bayreuth",Deutschland,7808183,4122338,3685845,27.55
"WFK Paderborn",Deutschland,24012358,20333726,3678632,26.70
"Bromley UK",England,7617890,3942076,3675814,26.32
"Fortuna Dassendorf",Deutschland,7575612,3917964,3657648,25.64
"Grafiká Vlašim CF ",Tschechien,31639907,28000127,3639780,28.82
"Sibir Irkutsk",Russland,42235590,38604289,3631301,27.55
"Cristallo Colle",Italien,7527642,3912444,3615198,28.36
"Charlton Haddocks",England,17832306,14232290,3600016,26.27
"CCV Rovigo",Italien,7643984,4055470,3588514,27.55
