Vereinsname,Land,"aktueller Marktwert",Ablösesummen,Differenz,Durchschnittsalter
"CR Lučko",Kroatien,12190895,5471469,6719426,28.95
"Vonat Debrecen",Ungarn,104119703,97400556,6719147,28.04
"FV Kaunas",Litauen,27226640,20513012,6713628,27.91
"Coventry Town",England,10801686,4092952,6708734,27.68
"KSA Siedlce",Polen,29029636,22328452,6701184,27.22
"Rot-Weiß Regensburg",Deutschland,13816484,7131902,6684582,27.14
"VFC Zlaté Moravce",Slowakei,278376780,271714173,6662607,27.55
"FC St. Hardenberg ",Niederlande,12934009,6272555,6661454,26.96
"Cercedense CF",Spanien,20974742,14313304,6661438,27.18
"Union Stadlau",Österreich,20610791,13959941,6650850,28.32
"Dynamit Budějovice",Tschechien,12196669,5570977,6625692,28.32
"Aero Kharkiv",Ukraine,25006326,18394324,6612002,29.50
"Olympique Lausanne",Schweiz,10816283,4214070,6602213,28.82
"Atletiek Westerlo",Belgien,28730389,22168866,6561523,27.14
"FKV Huddinge",Schweden,31413333,24858441,6554892,27.26
"Unionò Belluno",Italien,15735003,9182645,6552358,28.82
"Axalupa Rom",Italien,40281225,33729966,6551259,28.05
"AFC Netanya",Israel,24204858,17680359,6524499,28.59
"Marche Verona",Italien,12644426,6120992,6523434,27.27
"Sportinho Lissabon",Portugal,56511024,50017866,6493158,28.45
"Cherkasy FC",Ukraine,28091489,21609225,6482264,26.59
"NOS Goražde","Bosnien und Herzegowina",39773053,33295228,6477825,28.21
"Istria Novigrad",Kroatien,15601279,9137541,6463738,27.09
"Grafiká Vlašim CF ",Tschechien,11709558,5255147,6454411,28.36
"KOF Oslo",Norwegen,27740161,21300809,6439352,26.35
"KF Tărlungeni",Rumänien,33706083,27276762,6429321,27.91
"AFK Kapan",Armenien,29342492,22916936,6425556,27.87
"TuS Ulm 1853",Deutschland,14538426,8114214,6424212,27.26
"SAV Sandersdorf",Deutschland,9857734,3434312,6423422,27.27
"Iän Åtvidaberg",Schweden,13091523,6672338,6419185,25.82
"Blackburn Roses",England,11605862,5198221,6407641,26.23
"TSK Hartberg",Österreich,13008717,6603811,6404906,27.41
"Dithmarschen Heid",Deutschland,10361240,3957865,6403375,27.64
Menemensport,Türkei,10846963,4456413,6390550,28.50
"1. FFC Simmering",Österreich,12000497,5620024,6380473,28.14
"Grimsby Cleethes",England,27997716,21628390,6369326,26.73
"Viitor Râmnicu Vâlcea",Rumänien,22362188,15995409,6366779,27.45
"Eintracht Offenbach",Deutschland,10703493,4345171,6358322,26.95
"Uni Søborg",Dänemark,15992710,9635315,6357395,26.91
Geşümehanospor,Türkei,26182540,19841783,6340757,26.64
"FK Tychy 1970",Polen,10783835,4460451,6323384,27.32
"Sternas Tripolis",Griechenland,10874354,4560905,6313449,27.86
"SSV Halberstadt 98",Deutschland,12208751,5903298,6305453,26.91
"Wycombe Sportsmen",England,10171231,3867899,6303332,26.45
"FC Panda Târgu Jiu",Rumänien,35113488,28823976,6289512,27.27
"SC Bad Treibach",Österreich,13075885,6787321,6288564,27.36
"Sibir Irkutsk",Russland,11583391,5299201,6284190,28.32
"KVC Tubize 55",Belgien,28213375,21935147,6278228,28.63
"CP Escola Lisboa",Portugal,17989168,11712676,6276492,28.00
"HFC Rhynern",Deutschland,10153701,3904894,6248807,24.82
Sumsünspor,Türkei,12241829,6004200,6237629,27.14
"FK Koprivnica",Kroatien,22670008,16440164,6229844,27.09
"Dinamit Barnaul",Russland,11573466,5350857,6222609,27.00
"Intra Baku",Aserbaidschan,22895374,16690992,6204382,27.09
"Intra Pordenone",Italien,60021185,53819398,6201787,27.27
"Sesvete Zagreb",Kroatien,31112729,24911753,6200976,27.45
"TuS Meerbusch 65",Deutschland,19432530,13232766,6199764,27.86
"FK Birkirkara 1952",Malta,47244331,41055286,6189045,28.09
"SC Nero Fratta",Italien,10271053,4091586,6179467,28.95
"Schwarz-Weiß Aalen",Deutschland,10298407,4119941,6178466,26.23
"Alliance Bradford",England,10434118,4268025,6166093,26.41
"SFC Ravensburg",Deutschland,19689298,13544500,6144798,26.73
"KS Mamur",Albanien,16064645,9926015,6138630,28.23
"VfL Saar 1925",Deutschland,9791243,3657145,6134098,26.05
"Norté Fafa",Portugal,51640027,45530356,6109671,27.83
"Club Mestre Venezia",Italien,15361544,9253490,6108054,27.27
"Newcastle Union",England,30272369,24177308,6095061,27.36
"Hammer BSV",Deutschland,10662672,4592921,6069751,27.00
"CF Forfar",Schottland,11085316,5040380,6044936,27.82
"Fegyvertár Gyirmót",Ungarn,13489258,7445508,6043750,27.55
"Red Devils CF",Gibraltar,22581680,16543707,6037973,27.59
"Eastbourne Union",England,10004033,4003122,6000911,27.41
"Dalälven Borlänge",Schweden,24008045,18020246,5987799,26.91
"US Lepe",Spanien,16071638,10091691,5979947,27.14
"Uniune Orhei",Moldawien,14197240,8229434,5967806,26.43
"Naardvo NK",Norwegen,10371717,4405356,5966361,27.36
"Inter Olbia",Italien,11809519,5844508,5965011,27.23
"SK Austria Ferlach",Österreich,20446764,14486240,5960524,27.45
"Torna Budaörs",Ungarn,25916817,19961092,5955725,27.86
"Dinamo Hrvace",Kroatien,11677283,5722254,5955029,28.55
"SK Elverum",Norwegen,24924314,18986364,5937950,27.46
"Fortuna Essen",Deutschland,11465110,5531518,5933592,26.77
Karşıyakspor,Türkei,28838922,22918169,5920753,27.00
"US Fermo 1919",Italien,10265936,4349365,5916571,27.05
"Hocruxo Vigo",Spanien,13038686,7125466,5913220,27.91
"Oabla Koper",Slowenien,35614302,29704326,5909976,28.73
"Sempedoria Genua",Italien,17970698,12072023,5898675,27.04
"AS Boulonnais",Frankreich,19363301,13498183,5865118,27.45
"FC Florell",Estland,12882352,7018969,5863383,27.50
"Toscana Pisa",Italien,10750592,4889356,5861236,26.77
"Unio Gozzano 1925",Italien,12213655,6360419,5853236,28.55
"ZK Gdynia",Polen,10039104,4203015,5836089,28.05
"Union Garching",Deutschland,12826494,7030939,5795555,26.27
"SK Békéscsaba 1913",Ungarn,16598315,10802849,5795466,27.09
"Union Drochtersen",Deutschland,29285802,23494635,5791167,27.14
"Shrewsbury United",England,9438529,3648740,5789789,28.68
"Basingstoke Superior",England,9687387,3929882,5757505,27.14
"Elgin Atletic",Schottland,10865821,5112814,5753007,26.59
"Union Aplerbeck",Deutschland,31853499,26114725,5738774,27.86
"Longford City",Irland,34085078,28346574,5738504,27.32
"Uniona Matera",Italien,15937024,10200224,5736800,27.27
"Alfreton Derbyshire",England,9298613,3565586,5733027,26.50
"Super Weston CF",England,15268718,9539511,5729207,27.18
"SF Getafe",Spanien,51526677,45799466,5727211,27.86
"Ballybofey FC",Irland,9995500,4280330,5715170,27.68
"SSC Bournemouth 1902",England,10733668,5021091,5712577,26.41
"ZA Ebro",Spanien,9671654,3963291,5708363,26.77
"Olimpico Serravalle",Italien,9906716,4213780,5692936,26.55
"Nailsworth FC",England,9483045,3792465,5690580,26.18
"Union Valletta",Malta,17103335,11413015,5690320,28.45
"AS Chico Redondela",Spanien,11189733,5517584,5672149,26.59
"WFK Paderborn",Deutschland,11154680,5489247,5665433,27.77
"FKA Wacker Mödling",Österreich,38639454,32984398,5655056,26.23
"Unirea Brăila",Rumänien,86327660,80681939,5645721,27.68
"Accrington Albion",England,32336672,26767961,5568711,26.68
"FK Nijmegen 1900",Niederlande,58781995,53214354,5567641,27.77
"Cheznó Tarnobrzeg",Polen,11257407,5708309,5549098,27.05
"ASK Völkermarkt",Österreich,9705109,4160482,5544627,26.64
"Trøndelag Levanger",Norwegen,12010827,6466871,5543956,27.27
"Urheilu Ekenäs",Finnland,22681815,17148534,5533281,27.45
"Sportiva Liventina",Italien,9882544,4351375,5531169,27.82
"FV Austrien Salzburg",Österreich,239670694,234144254,5526440,23.00
"HFV Wiesbaden",Deutschland,8743930,3218520,5525410,26.64
"Dartford City",England,11082114,5557795,5524319,27.95
"UD Portugalete",Spanien,18509733,12990171,5519562,27.18
"Pohjanmaa Seinäjocki",Finnland,29270720,23762480,5508240,25.30
"RSD Santander",Spanien,9647649,4149800,5497849,26.41
"Sportowy Tosno",Russland,47807195,42312844,5494351,27.41
"Union Schilksee",Deutschland,17494986,12005101,5489885,27.57
"Merseyside Birk",England,9442187,3964435,5477752,26.00
"SC Moreira de Cónegos",Portugal,11715490,6241193,5474297,28.18
"US Høddvik",Norwegen,10939879,5466039,5473840,26.32
"Maidstone Champs",England,9819397,4347697,5471700,27.05
"Havant Princes",England,9521388,4057116,5464272,27.23
"FK Ajaccio",Frankreich,22470442,17006704,5463738,26.86
"VfL Arnoldsweiler",Deutschland,9485153,4034801,5450352,26.73
"Juventus Bern",Schweiz,64999204,59553778,5445426,26.87
"FV Aranda de Duero",Spanien,13802148,8357150,5444998,27.23
"Oudenaarde SC",Belgien,35072712,29634544,5438168,28.77
"NFV Lüneburg",Deutschland,9252587,3816330,5436257,27.77
"Bulgaria Panagyurishte",Bulgarien,19654019,14225171,5428848,28.18
"JS Jako Pietarsaari",Finnland,17769219,12344085,5425134,28.50
"Almad Diyarbakır ",Türkei,10457137,5049496,5407641,27.68
"Real Mouscron",Belgien,10156307,4753251,5403056,28.50
"PP Tigrotti Arsizio",Italien,38676204,33309398,5366806,27.87
"SpVgg Kassel",Deutschland,10364186,5010927,5353259,28.91
"ASS Nardò",Italien,10011596,4665194,5346402,28.09
"AS Wasquehal",Frankreich,23037759,17692844,5344915,26.86
"Chorne Odessa",Ukraine,12574812,7230797,5344015,27.00
"Whitestreaks Notts",England,9593561,4256509,5337052,27.00
"FKS Rochdale",England,9398893,4061983,5336910,26.09
"MVV Neustrelitz",Deutschland,18023885,12701355,5322530,27.86
"FV Trabzonhir",Türkei,47645823,42323973,5321850,26.82
"FK VäxjÖ 1931",Schweden,40806893,35490197,5316696,27.74
"Virtus Montecatini",Italien,12342084,7027664,5314420,28.68
"Atletiek Aalst",Belgien,10438332,5128492,5309840,27.73
"ZA Dniprodzerzhynsk",Ukraine,10048383,4740359,5308024,28.14
"VfB Rain 1898",Deutschland,9982758,4676061,5306697,26.82
"Druja Pakruojis",Litauen,25454778,20153801,5300977,27.78
"Royal Lier",Belgien,24500681,19213729,5286952,27.70
"Fiatalok Felcsút AC",Ungarn,18165267,12883684,5281583,26.27
"MS Akhisar",Türkei,16742360,11467265,5275095,27.50
"Wehener SC",Deutschland,10427054,5158006,5269048,27.41
"KON Maassluis",Niederlande,10590975,5330683,5260292,26.86
"Niedercorn PG",Luxemburg,88107228,82850637,5256591,25.70
"CA Girona",Spanien,56841247,51594547,5246700,26.70
"SE Melilla",Spanien,13257996,8013526,5244470,27.82
"SSC Leffe-Albino",Italien,17333315,12106450,5226865,25.65
"Lanesra Tula",Russland,29369191,24151742,5217449,28.45
"VfB Achern",Deutschland,9261108,4051745,5209363,26.05
"CBA Laredo",Spanien,10204441,5010104,5194337,27.91
"Osman Ankara",Türkei,66527677,61352632,5175045,26.82
"Unión Praia",Portugal,9112891,3938028,5174863,29.09
"TSV Zell am See",Österreich,22513730,17353539,5160191,26.95
"KF Pojorâta 2012",Rumänien,13137871,7984546,5153325,27.86
"Margates Owls",England,9341842,4191588,5150254,26.91
"Ilfov Chiajna",Rumänien,39113204,33989124,5124080,29.59
"SC Vooruit Boom",Belgien,10445572,5341862,5103710,26.86
"Sportfreunde VK Köln",Deutschland,9371718,4274309,5097409,27.23
"PSV Tampere",Finnland,10062103,4965672,5096431,28.68
"SSC Pirmasens",Deutschland,11260257,6166122,5094135,26.48
"SSK Lankowitz",Österreich,69566847,64487129,5079718,29.14
"OB Kiew",Ukraine,9693890,4617855,5076035,28.32
"AFK Eberau",Österreich,17611521,12548705,5062816,27.65
"EF Lleida",Spanien,19861464,14802206,5059258,26.79
"SSK Halmstad",Schweden,10101191,5042159,5059032,26.95
"BO Norrby",Schweden,16825848,11770031,5055817,27.82
"Mazow Radom",Polen,25736661,20681742,5054919,27.86
"Sportivo Bilbao",Spanien,33379822,28332710,5047112,27.00
"Blau-Rot Hollenbach",Deutschland,9266859,4226358,5040501,25.82
"Grödiger SC",Österreich,9527085,4491988,5035097,28.59
"Juventude Sines",Portugal,9749676,4718902,5030774,29.00
"AW Berchem",Belgien,9150959,4132405,5018554,26.05
"Rupida București",Rumänien,31998955,26980632,5018323,27.23
"FC Galway",Irland,44554453,39538464,5015989,28.14
"Dundee FK",Schottland,123817203,118812144,5005059,27.30
"FC Varese",Italien,9169040,4166991,5002049,28.14
"HuFC Düsseldorf",Deutschland,11094727,6093669,5001058,28.95
"ICE Zagreb",Kroatien,71280631,66287946,4992685,28.09
"FC Kalte",Estland,20807727,15815153,4992574,27.91
"Tortona Calcio",Italien,8821071,3836448,4984623,27.36
"FC Helsingstars",Finnland,45130176,40152570,4977606,29.64
"Mencza Brzesko",Polen,8934921,3991652,4943269,27.77
"IFK Oskarshamn",Schweden,9008677,4070691,4937986,28.18
"Preußen Lübeck",Deutschland,10248499,5316647,4931852,27.27
"SC Starkstrom Wien",Österreich,30589909,25668909,4921000,27.45
"Juventus Prato",Italien,34566199,29660851,4905348,28.57
"Montrose City",Schottland,9890189,4986391,4903798,27.05
"SK Haderslev",Dänemark,10658336,5757985,4900351,27.00
"Pomorskie Bytów",Polen,8895715,3997247,4898468,27.77
"RNK Walldorf",Deutschland,8635100,3737022,4898078,27.91
"Eintracht Fürstenwalde",Deutschland,8762159,3866077,4896082,28.18
"ES Zamora",Spanien,8848142,3960744,4887398,27.00
"CV Pontevedra",Spanien,8828219,3946391,4881828,28.32
"UDL Lorca",Spanien,8963621,4084820,4878801,26.59
"Zehlendorfer SC",Deutschland,8776133,3897502,4878631,27.27
"FK Rio do Conde",Portugal,82924952,78053147,4871805,27.36
"CA Tuttocodio",Italien,40070604,35231275,4839329,27.38
"SSV Sonthofen",Deutschland,8618104,3780183,4837921,26.05
"Slavia Domžale",Slowenien,49262917,44445475,4817442,26.18
"Juvento Viterbo",Italien,9104798,4304455,4800343,27.68
"Sportivo Sabadell",Spanien,35141247,30347276,4793971,27.91
"Annan SC",Schottland,10647928,5857377,4790551,27.77
"Cappellen Town",Belgien,9765726,4985738,4779988,27.23
"SKK Illertissen",Deutschland,16028126,11256621,4771505,26.86
"Sportis Blumenthal",Deutschland,8621374,3851743,4769631,28.86
"FV Bari",Italien,56942027,52177789,4764238,28.36
"Atlético Montañesa",Spanien,8695245,3931151,4764094,28.41
"AFK Karbach",Deutschland,8647909,3892543,4755366,26.82
"Rayo Yeclano",Spanien,8990773,4236103,4754670,28.05
"Academy Bristol",England,10751049,6004308,4746741,27.50
"AS Dounes",Lettland,22380850,17650454,4730396,27.05
"FSI Novosibirsk",Russland,28374696,23649245,4725451,28.41
"Sicilia Siracusa",Italien,8897098,4179885,4717213,26.41
"Sportowy Sosnowiec",Polen,69925345,65213025,4712320,28.39
"Maccabi SC TA",Israel,30112721,25403544,4709177,27.05
"Partizan 1945 FK",Serbien,33395058,28697799,4697259,27.14
"Isla Krk",Kroatien,11839062,7169858,4669204,28.86
"Sportivo Frosinone",Italien,8677089,4025181,4651908,25.87
"FC Piteå",Schweden,8591530,3941184,4650346,28.50
"FK Stadtallendorf 1923",Deutschland,8640675,3993073,4647602,24.67
"BSK Odd",Norwegen,8864806,4218928,4645878,27.55
"ZSK Omsk",Russland,35067940,30425430,4642510,27.00
"Thessaly Trikala",Griechenland,18624864,13992034,4632830,27.04
"Opolskie Kluczbork",Polen,16571579,11939388,4632191,27.09
"FC Alcantara 1943",Portugal,8819419,4201637,4617782,27.18
"WFV Ahlen",Deutschland,8733461,4119996,4613465,27.55
"Dmino Stavropol",Russland,10036571,5432881,4603690,27.95
Tüçlaspocht,Türkei,9144793,4541209,4603584,27.18
"Canarias Santa Cruz",Spanien,18153272,13553024,4600248,28.64
"CCV Rovigo",Italien,8367424,3773517,4593907,27.18
"ZG Rudeš 55",Kroatien,8837332,4246426,4590906,27.05
"FSK Bergheim",Österreich,8671530,4096616,4574914,28.55
"Tosca Lucchese",Italien,28116370,23554131,4562239,26.91
"US Sochaux",Frankreich,10014656,5482823,4531833,27.82
"Fortemente Vibo",Italien,8882582,4355270,4527312,26.18
"FC Katwijk",Niederlande,8091001,3568135,4522866,29.14
"Extrema Almendralejo",Spanien,9163059,4645754,4517305,26.18
"ASCS San Severo",Italien,8964056,4457539,4506517,27.09
"Lazio Albano",Italien,8986180,4499063,4487117,28.14
"Uniøn Bryne",Norwegen,12290925,7815572,4475353,28.73
"FSC Neumarkt a.W.",Österreich,16553925,12083457,4470468,26.23
"Rhône Chasselay",Frankreich,23755193,19298547,4456646,27.83
"Army Fleetwood",England,10487224,6039412,4447812,25.59
"Doncaster Knights",England,9341136,4898857,4442279,25.73
"Eendracht Tiel",Niederlande,8859166,4439489,4419677,26.18
"Augsburger SV",Deutschland,9100525,4708510,4392015,26.82
"Ginnastica Imola",Italien,9357407,4966231,4391176,27.55
"BFV Schöeineche",Deutschland,8273438,3884564,4388874,26.86
"FSK Salo",Finnland,8801448,4413935,4387513,28.59
"OL Grorud",Norwegen,13367382,8980950,4386432,26.86
"Welling Soccerstars",England,8493728,4113619,4380109,27.36
"Derby United",England,8142137,3769645,4372492,26.18
"JKB Mikkeli",Finnland,43336915,38965339,4371576,27.36
"Carlisle Athletic",England,8430761,4064699,4366062,26.95
"WSC Ruislip",England,8195526,3840073,4355453,26.32
"USD Mérida",Spanien,8367181,4012475,4354706,27.41
Peçzlikspocht,Türkei,9270534,4916756,4353778,27.91
"Union Neusiedl am See",Österreich,8559273,4206356,4352917,28.18
"Sport Umeå",Schweden,14192971,9869137,4323834,25.73
"TuS Bönningstedt",Deutschland,8163040,3841008,4322032,26.32
"VfL Hof",Deutschland,7889968,3573744,4316224,27.59
"Unione Spezia",Italien,37733841,33420615,4313226,29.45
"AC Agropoli 1925",Italien,8376637,4064428,4312209,27.73
"SS Vicentino Valdagno",Italien,8449864,4138106,4311758,27.68
"Dinamo Plovdiv",Bulgarien,18882547,14571673,4310874,28.86
"Union Neubrandenburg",Deutschland,8467790,4175327,4292463,27.82
"Napk Mykolaiv",Ukraine,31326337,27082388,4243949,27.23
"Sicilia Catania",Italien,21287781,17067483,4220298,26.68
"FC Miranda",Spanien,18231968,14024118,4207850,27.52
"FSC Setúbal",Portugal,79077592,74874018,4203574,28.87
"Fortuna Dassendorf",Deutschland,11721220,7560555,4160665,27.27
"ARAL Baku",Aserbaidschan,76610591,72459058,4151533,28.95
"Real Lloseta",Spanien,8360664,4231751,4128913,27.59
"SFC Grieskirchen",Österreich,7880337,3757935,4122402,27.77
"RSC Genéve",Schweiz,9160864,5045785,4115079,26.82
"Bolo Lavagnese",Italien,12484580,8388921,4095659,27.70
"WB Sterren",Belgien,19985111,15914857,4070254,27.09
"FC Næstved",Dänemark,23601097,19538420,4062677,27.59
"Sportivo Mancha Real",Spanien,7927619,3865512,4062107,27.86
"Sicilia Leonfortese",Italien,8185228,4128200,4057028,28.23
"QSFC Dumfries",Schottland,81829492,77773285,4056207,26.77
"CL Cosenza",Italien,30519034,26477941,4041093,28.32
"Unión Guadalajara",Spanien,12949915,8913661,4036254,28.50
"Reyocretivo Huelva",Spanien,16164845,12130505,4034340,26.68
Güresonsport,Türkei,9129583,5095987,4033596,27.55
"RW Meuselwitz",Deutschland,10952697,6945414,4007283,27.68
"SK Raab Lafnitz",Österreich,12075989,8071626,4004363,27.41
"Inter Senica",Slowakei,119419244,115424638,3994606,26.04
"AK Berlin 1917",Deutschland,8412236,4435841,3976395,26.86
"SPV Cursneuen",Deutschland,8102164,4133181,3968983,27.09
"Väsby Soccer",Schweden,210249704,206283879,3965825,25.43
"Tamworth Soccer",England,8019576,4067620,3951956,26.36
"Depor San Juan",Spanien,8201897,4253557,3948340,27.73
"Atlético Cuenca",Spanien,7951964,4004395,3947569,27.09
"SAT Velsen",Niederlande,9468092,5526223,3941869,27.18
"SL Béziers",Frankreich,51854842,47915112,3939730,28.00
"Tos Montemurlo 1956",Italien,7969771,4032376,3937395,26.41
"Harrogate Union",England,21047923,17114742,3933181,26.52
"Victoria Hürth",Deutschland,7798127,3878281,3919846,27.27
"Francavilla Calcio",Italien,8054655,4136128,3918527,27.82
"1. KV Třinec",Tschechien,9437483,5533487,3903996,28.45
"Ibarranense CF",Spanien,7890200,3988742,3901458,26.68
"Sportivo Fondi",Italien,8084148,4184122,3900026,27.23
"Ebreichsdorfer AK",Österreich,7906020,4029060,3876960,28.86
"Avernese Calcio",Italien,7640367,3775680,3864687,27.73
"SSC Montpellier",Frankreich,32324581,28465642,3858939,27.86
"Hayes Swords",England,8114277,4257475,3856802,26.55
"SOF Angers",Frankreich,12965827,9122564,3843263,27.43
"Creo Pomigliano",Italien,7511041,3688185,3822856,28.18
"Ethnikos Volos",Griechenland,10896210,7092595,3803615,27.36
"Union Reggio",Italien,7753813,3954207,3799606,27.68
"Chelyabinsk KV",Russland,9346787,5563767,3783020,28.64
"FF Veldhoven 1928",Niederlande,7952055,4170345,3781710,28.36
"Bær Sandvika",Norwegen,24159997,20380847,3779150,27.18
"USD San Giovanni",Italien,8468668,4706474,3762194,28.41
"Guiseley United",England,8071365,4314306,3757059,27.09
"FC Clermont-Ferrand",Frankreich,21896814,18149937,3746877,27.77
"SV Pasching",Österreich,30216679,26476150,3740529,29.68
"Baia Mare CF",Rumänien,48167644,44451249,3716395,28.04
"Unione Terni",Italien,27423190,23744718,3678472,28.68
"Ariana Limassol",Zypern,198612265,194958714,3653551,23.08
"Tuzi FV",Montenegro,15879646,12229064,3650582,27.23
"Athletic Athlone",Irland,7723877,4073305,3650572,27.00
"FK Olomouc",Tschechien,16673351,13027909,3645442,27.00
"Swindon County",England,7779151,4138389,3640762,25.83
"Lichtenberger SK",Deutschland,7535953,3898203,3637750,28.36
"Sportski Imotski",Kroatien,25883045,22251312,3631733,27.87
"AC Poggibonsi",Italien,7818116,4203968,3614148,26.68
"Veneto Noale",Italien,7616655,4007427,3609228,27.50
Balosport,Türkei,19117166,15518737,3598429,28.68
"VGI Uddevalla",Schweden,7519673,3922751,3596922,28.14
"Zavrč FK",Slowenien,31149895,27570423,3579472,28.32
"Konyaaltı Antalya",Türkei,48098191,44520578,3577613,26.50
"Hérakles Alicante",Spanien,36052127,32480606,3571521,28.55
"BF Galabovo",Bulgarien,10502257,6942102,3560155,26.59
"Crișana Arad",Rumänien,18660969,15114634,3546335,27.14
"CS Zamudio",Spanien,7362523,3822329,3540194,27.23
"ETSV Schonnebeck",Deutschland,7177962,3646842,3531120,26.57
"Entella Chiavari",Italien,7431023,3903617,3527406,26.55
"Wiener SC",Österreich,10022933,6500258,3522675,27.14
"Onore Castelfranco",Italien,7472472,3960199,3512273,27.86
"DSV Oberkassel",Deutschland,10914772,7403692,3511080,27.91
"HSV Kiel",Deutschland,7762787,4254412,3508375,27.86
"Viktoria Erndtebrück",Deutschland,7381272,3874000,3507272,27.45
"Mazowieckie Ząbki",Polen,36454996,32978806,3476190,27.43
"Brentford Bees",England,7032320,3568740,3463580,27.04
"Electric Aldershot",England,7262042,3801460,3460582,26.95
"Olimpico Zakynthos",Griechenland,10507072,7054786,3452286,26.82
"VfB Memmingen",Deutschland,7449947,4014160,3435787,27.05
"ACS Middlesbrough",England,39807637,36374911,3432726,28.35
"SSV Frankfurt 1897",Deutschland,7471070,4066091,3404979,26.77
"RSD Lucena",Spanien,17054152,13681299,3372853,28.18
"Kufsteiner SSC",Österreich,18623845,15260408,3363437,27.14
"FK Ried",Österreich,12388374,9034682,3353692,28.95
"Havelser SC",Deutschland,8450903,5101546,3349357,28.14
"Royal Irún",Spanien,7404211,4062013,3342198,26.68
"ACC Recanati",Italien,7555496,4230715,3324781,26.73
"Oldham City",England,52289014,48973276,3315738,28.41
"Santiago Somozas",Spanien,7215492,3906536,3308956,26.82
"Forrest Borehamwood",England,7131436,3822713,3308723,26.36
"TSV Berlin 1905",Deutschland,8319019,5028401,3290618,26.45
"Wallis Sion 08",Schweiz,82373589,79087725,3285864,27.78
"Uniòn Sassari",Italien,7145315,3871003,3274312,28.50
"UD Sagunto",Spanien,7103561,3849295,3254266,27.50
"Vlok Plovdiv",Bulgarien,50113812,46871885,3241927,27.86
"Krazla Ryazan",Russland,8516643,5299396,3217247,28.27
"AS Chișinău",Moldawien,29043387,25846687,3196700,27.00
"Altrincham Trafford",England,7005186,3809725,3195461,25.41
"Sunderland City",England,20147100,16951717,3195383,26.64
"Terme Monte",Italien,7206732,4014340,3192392,28.23
"Sportivo Burgos",Spanien,10626053,7443696,3182357,24.68
"FC Tiber",Italien,12500839,9318707,3182132,25.64
"Peterborough Elitists",England,6267205,3103095,3164110,26.36
"Fortuna Seelow",Deutschland,7513026,4360039,3152987,25.59
"Exeter County",England,7072969,3922298,3150671,27.14
"Cristallo Colle",Italien,7196967,4047475,3149492,26.95
"Hessen Lehnerz",Deutschland,6720342,3663079,3057263,27.50
"Eutiner FC 1918",Deutschland,7043846,3990269,3053577,27.23
"Športový Krásna",Slowakei,18176197,15126698,3049499,27.32
"Fortuna Hennef",Deutschland,6797046,3748310,3048736,26.91
"CV Atletico Mazzano",Italien,6448255,3439355,3008900,29.27
"Bala City",Wales,39153352,36148290,3005062,26.68
"Calcio Legnago",Italien,7092359,4096548,2995811,27.36
"Southend Athletics",England,7996735,5005978,2990757,27.14
"VfL Velbert",Deutschland,7031818,4054227,2977591,27.05
"Loja FC",Spanien,6845926,3869192,2976734,27.59
"Barrow Bees",England,6938907,3982722,2956185,26.45
"FK Schwaz",Österreich,30108229,27169947,2938282,28.45
"FC Newtown 76",Wales,38832832,35901767,2931065,27.35
"Atlético Torrelavega",Spanien,6312070,3398500,2913570,29.27
"Baden Bahlingen",Deutschland,6977562,4066361,2911201,26.14
"Eccellenza Jesina",Italien,6884102,3980913,2903189,26.50
"Colchester Albion",England,7129602,4234510,2895092,26.41
"SK Frýdek-Místek 1921",Tschechien,9317513,6457912,2859601,27.18
"Emilia Lentigione",Italien,7145379,4292320,2853059,26.55
"AS Mutilva",Spanien,6783674,3931387,2852287,27.59
"Arsenal Schodsina",Weißrussland,21954601,19113613,2840988,27.82
"FAK Voronezh",Russland,28013735,25184296,2829439,28.00
"RWB Windeck",Deutschland,6486282,3663074,2823208,26.22
"ASS Piacenza Foot",Italien,6534034,3713012,2821022,27.41
"AS Grumellesi",Italien,7171314,4383613,2787701,28.36
"RSD Segovia",Spanien,6785094,4008106,2776988,26.64
"KS Busu Velipojë",Albanien,76723581,73952759,2770822,29.41
"NFK Remchingen",Deutschland,8034041,5278832,2755209,27.41
"USS Torrecuso",Italien,6768642,4017265,2751377,27.05
"Emilia Bologna",Italien,16301061,13557687,2743374,27.00
"Inter Chiasso",Schweiz,39034258,36308292,2725966,27.50
"Alleanza Arzachena",Italien,6307470,3617776,2689694,27.59
"Spartak Izhevsk",Russland,23342903,20654367,2688536,27.73
"Yeovil Cherries",England,6645819,3976030,2669789,26.59
"LO Azpeitia",Spanien,6218567,3572923,2645644,27.82
"Alliance Køge ",Dänemark,9532327,6896692,2635635,27.05
"Stockport Hats",England,6450759,3819109,2631650,26.45
"St. Suðuroy 05",Färöer,34490817,31867789,2623028,28.68
"Chester United",England,6524309,3910652,2613657,26.30
"FC Logroño",Spanien,6675447,4088525,2586922,27.50
"VfR Seligenstadt",Deutschland,6183766,3600943,2582823,28.59
"Dynamit Berlin CF",Deutschland,17627442,15047354,2580088,27.41
"Coastguards Warton",England,6474696,3903799,2570897,28.05
"Dnepr Zaporizhya",Ukraine,14359002,11805028,2553974,28.45
"SG Kapellen 1931",Deutschland,6821170,4267893,2553277,26.27
"Rudar Dob SK",Slowenien,36797636,34245927,2551709,27.65
"Bath CA",England,6482762,3932315,2550447,26.95
"FC Deutschlandsberg",Österreich,20575217,18053192,2522025,28.50
