Verein,Land,"Jugendspieler in Akademie","Jugendspieler befördert",Transfererlös
"Atlético Talavero",Spanien,31,23,43138319
"Chorley Roses",England,42,39,42511414
"BFC Freiburg",Deutschland,66,46,41923400
"ES Alcoy",Spanien,44,37,40515679
"FC Oriént",Portugal,43,39,39589834
"FC Euskirchen 1968",Deutschland,41,24,38764701
"BFV Schöeineche",Deutschland,47,39,38582752
"Starua București",Rumänien,58,38,38290269
"FTA Porvoo",Finnland,48,42,37861691
"OL Donezk",Ukraine,49,25,37336075
"Amsterdam Soccer",Niederlande,55,44,36491076
"SV Rapperswil-Jona",Schweiz,35,31,36277758
"Wiener SC",Österreich,75,67,35942493
"LMS Lausanne 1943",Schweiz,73,65,33946567
"WSC Ruislip",England,31,21,33696122
"Gnaser FC",Österreich,26,24,33461073
"Academica Bisceglie",Italien,36,30,32131480
"OZ Oosterwijk",Belgien,44,36,31941534
"Boston Nomads",England,45,41,31890902
"Athlitikó Serres",Griechenland,66,58,30820796
"SpVgg Siegen",Deutschland,38,33,30559658
"Aigionikos FC",Griechenland,53,47,30482674
"Tortona Calcio",Italien,41,37,30265296
"FK Tychy 1970",Polen,35,30,29849154
"FK Stadtallendorf 1923",Deutschland,45,18,28788114
"Dukla Příbram",Tschechien,50,19,27595432
"Glacia SC",Gibraltar,46,40,26536426
"BBC Bissingen",Deutschland,26,17,25603205
"Dover County",England,25,21,24954540
"Francavilla Calcio",Italien,24,20,24493790
"Macclesfield Roses",England,39,37,22865383
"Ashton Sports",England,24,20,22648330
"Maidstone Champs",England,24,20,22073688
"SG Savona 1902",Italien,35,25,21990695
"TSF Larvik",Norwegen,25,21,21606344
"SFC Grieskirchen",Österreich,18,16,21171810
"Puña Tafalla",Spanien,32,26,20953290
"Société Maasmechelen",Belgien,43,35,19844959
"Stevenage Deers",England,23,21,19655233
"Stockport Hats",England,23,21,19339739
"Fortuna Seelow",Deutschland,41,27,19009810
"Borussia Northeim",Deutschland,56,37,18416397
"SA Tokat",Türkei,24,22,17603283
"Bath CA",England,25,23,16059991
"Ginnastica Imola",Italien,15,13,14860403
"Welsh Wrexham",England,35,22,14483079
"Union Crewe",England,15,10,14350547
"Ferriby Fighter",England,22,19,14299537
"Olimpico Serravalle",Italien,17,13,13361771
"SP Palma de Inca",Spanien,18,14,13160967
"Stalybridge Workers",England,18,14,13067570
"SSV Sonthofen",Deutschland,26,16,12571439
"Sportfreunde Bayreuth",Deutschland,33,19,11866102
"Inter Chiasso",Schweiz,17,8,11205972
"Chester United",England,16,12,11054570
"Sportiva Matelica",Italien,22,18,11006004
"Tog Hjørring",Dänemark,23,16,8991012
"RC Socuéllamos",Spanien,4,3,7593534
"DTE Groesbeek",Niederlande,7,4,7503655
"Schwyz Tuggen",Schweiz,4,3,7197378
"Real Mungia",Spanien,4,2,7152870
"AFC Hemel",England,4,2,7111216
"Veneto Noale",Italien,4,2,5992956
"Eastbourne Union",England,4,4,5504212
"VfL Steinbach",Deutschland,19,6,5380227
"Fortemente Vibo",Italien,4,4,4831647
"FKV Huddinge",Schweden,4,4,4639425
"Merseyside Birk",England,5,3,4617377
"VfB Achern",Deutschland,15,10,4567494
"Forrest Borehamwood",England,4,4,4377260
"Grimsby Cleethes",England,6,4,4213284
"FC Chemois Norte",Frankreich,4,3,3859334
"Union Reggio",Italien,4,2,3818669
"OL Grudziądz",Polen,4,3,3763434
"Uno Seregno 1923",Italien,4,2,3756645
"Coastguards Warton",England,4,2,3543230
Sincanspur,Türkei,4,3,3514664
"Zakarpatti Uzhgorod",Ukraine,12,8,3447190
"Yekatarina Yakutsk",Russland,4,4,3355216
"Sicilia Leonfortese",Italien,4,2,3275902
"CBA Laredo",Spanien,4,3,3070110
"Sardigna Nuorese",Italien,4,3,3057023
"Worcester Albion",England,4,2,2996894
"USS Torrecuso",Italien,4,3,2811047
"AS Teruel",Spanien,4,2,2725637
"ASK Völkermarkt",Österreich,11,9,2632595
"Sportiva Liventina",Italien,4,4,2614383
"Temse Sport",Belgien,4,3,2576795
"SN Teramo Calcio",Italien,4,2,2490688
"SA Boulogne-sur-Mer",Frankreich,4,1,2428267
"Sportivo Fondi",Italien,4,1,2341603
"Halifax County",England,6,3,2266496
"Littoral Dunkerque",Frankreich,4,3,2256756
"Unión Vélez",Spanien,4,1,2230605
"Terme Monte",Italien,4,3,2122623
"CS Zamudio",Spanien,4,4,2057035
"SK Haderslev",Dänemark,2,1,2054912
"Tirreno Viareggio",Italien,4,4,1975194
"Dinamo Hrvace",Kroatien,4,3,1888354
"Emilia Lentigione",Italien,4,2,1878839
"Academy Solihull",England,4,2,1815806
"Olipcza Zambrów",Polen,4,3,1697713
"Unio Gozzano 1925",Italien,5,3,1684052
"Club Mestre Venezia",Italien,8,4,1661067
"AS Ontinyent",Spanien,4,4,1652561
"Dartford City",England,7,5,1619345
"Onore Castelfranco",Italien,4,3,1610836
"Rayo Goitioltza",Spanien,4,3,1604190
"Inter Campodarsego",Italien,4,4,1594135
"Unión Azuqueca",Spanien,5,3,1551156
"Uni Svishtov 48",Bulgarien,4,3,1495265
"Ibarranense CF",Spanien,4,4,1477844
"Alfreton Derbyshire",England,4,3,1451752
"Eccellenza Jesina",Italien,4,3,1376755
"Unio Fano 1907",Italien,5,3,1332019
"FK Schwechat 1899",Österreich,4,3,1295058
"Soria CF",Spanien,4,3,1289668
"Sporting Wil",Schweiz,2,1,1225397
"Rossoblù L`Aquila",Italien,4,2,1193780
"UDL Lorca",Spanien,4,3,1173741
"Maidenhead Doves",England,4,3,1147692
"Rayo Pozoblanco",Spanien,4,3,1118701
"Stade Orléans",Frankreich,4,3,1113836
"ES Zamora",Spanien,4,3,1080572
"Gimnastio Sanluqueño",Spanien,4,1,1071831
"PL Atletica Crema",Italien,4,2,1069976
"Glovester Town",England,4,2,1069126
"Ponsacco Calcio",Italien,4,3,1069126
"UD Bermeo",Spanien,5,5,1040191
"US Sochaux",Frankreich,5,3,1039997
"Rayo Yeclano",Spanien,4,4,1039460
"Due Piraino",Italien,4,3,1009889
"SK Austria Ferlach",Österreich,4,3,989182
"SC Vooruit Boom",Belgien,4,3,977183
"Kidderminster Warriors",England,4,2,930228
"Umbrio Gubbio",Italien,4,3,921705
"Bolo Lavagnese",Italien,4,2,885528
"Parisien FK",Frankreich,4,3,879894
"GIN Sestri Levante",Italien,4,2,877260
"IFF Västerås 05",Schweden,4,1,871525
"Vamos La Roda",Spanien,4,2,840899
"AF Créteil-Lusitanos",Frankreich,4,2,836144
"Alleanza Arzachena",Italien,4,2,834865
"Atlético Cuenca",Spanien,4,4,829688
"Indre Châteauroux",Frankreich,4,2,802670
"SK Prudy",Russland,5,2,793878
"LO Azpeitia",Spanien,4,4,789880
"KV Nazran 92",Russland,4,4,781712
"FK Niepołomice 1919",Polen,4,2,770421
"ESS Falkirk",Schottland,4,2,755748
"Aquilos Campobasso",Italien,4,2,731807
"Spa Cheltenham",England,6,3,729445
"ASS Troyes",Frankreich,9,4,728589
"Depor San Juan",Spanien,4,2,715103
"CA Tuttocodio",Italien,4,1,699757
"USD Mérida",Spanien,4,2,686169
"KF Radar Kakanj","Bosnien und Herzegowina",4,2,672942
"Cercedense CF",Spanien,4,1,666200
"Bjelovar Ždralovi",Kroatien,4,3,665103
"Uniòn Sassari",Italien,4,2,653183
"PCC Chieri",Italien,4,1,644082
"Krazla Ryazan",Russland,4,3,616075
"CA Avant Bastia",Frankreich,4,1,607134
"CV Atletico Mazzano",Italien,4,2,601476
"Tos Montemurlo 1956",Italien,4,2,598479
"UD Sagunto",Spanien,4,2,594244
"ACC Recanati",Italien,4,2,569496
"Futuro Ciserano",Italien,4,2,557959
"KF Bacău",Rumänien,4,2,554147
İhögölaspocht,Türkei,4,2,546279
"ASS Piacenza Foot",Italien,4,3,515133
"Italia Brugnera",Italien,4,2,514293
"FV Langreo",Spanien,4,1,472241
"Cáceres Extremadura",Spanien,4,1,472241
"FK Abano",Italien,4,2,459496
"SS Vicentino Valdagno",Italien,4,1,400039
"SAA Taggia 1938",Italien,4,1,391282
"ZK Gdynia",Polen,2,1,382780
"Citadelle Belfort",Frankreich,4,1,377808
"ASK Oberwart",Österreich,4,1,358183
"Mannsdorfer FC",Österreich,4,2,355711
"Creo Pomigliano",Italien,4,1,352032
"ASCS San Severo",Italien,4,1,346324
"UD Barakaldo",Spanien,2,1,332417
"US Fermo 1919",Italien,4,1,314840
"CCV Rovigo",Italien,4,1,307793
"Unión Torrelavega",Spanien,4,1,302198
"Szeged FC",Ungarn,4,2,294223
"Racing Requena",Spanien,4,1,280069
"SC Nero Fratta",Italien,4,2,280069
"Mellica Novokuznetsk",Russland,4,2,267475
"Metalac Surdulica",Serbien,2,1,259667
"FSK Bergheim",Österreich,4,1,257186
"Cristallo Colle",Italien,4,2,257055
"AJ Consolat",Frankreich,4,3,213165
"FF Sollenau 1905",Österreich,4,1,213165
"Atlético Torrelavega",Spanien,4,2,213165
"ES Boiro",Spanien,4,1,182080
NULL,NULL,1,0,0
NULL,NULL,2,0,0
"Welling Soccerstars",England,4,2,0
"Dmino Stavropol",Russland,4,1,0
"AS Grumellesi",Italien,4,1,0
NULL,NULL,1,0,0
NULL,NULL,1,0,0
NULL,NULL,2,0,0
NULL,NULL,1,0,0
NULL,NULL,1,0,0
NULL,NULL,2,0,0
"Sportivo Mancha Real",Spanien,4,1,0
NULL,NULL,1,0,0
"CF Forfar",Schottland,5,2,0
NULL,NULL,1,0,0
"RSD Segovia",Spanien,4,0,0
NULL,NULL,2,0,0
NULL,NULL,1,0,0
NULL,NULL,1,0,0
NULL,NULL,2,0,0
NULL,NULL,1,0,0
NULL,NULL,1,0,0
"Bromley UK",England,4,0,0
"Muntenia Călărași",Rumänien,2,0,0
"IHS Käpylä",Finnland,4,0,0
NULL,NULL,2,0,0
NULL,NULL,1,0,0
"Unión Calahorra",Spanien,4,0,0
"Viktoria Sittard",Niederlande,4,0,0
NULL,NULL,2,0,0
NULL,NULL,1,0,0
"Sportiv Voluntari",Rumänien,2,0,0
NULL,NULL,1,0,0
NULL,NULL,1,0,0
"BH Oradea",Rumänien,4,3,0
NULL,NULL,2,0,0
"USD San Giovanni",Italien,4,0,0
NULL,NULL,1,0,0
"Luparense Calcio",Italien,4,1,0
NULL,NULL,1,0,0
NULL,NULL,2,0,0
NULL,NULL,1,0,0
NULL,NULL,1,0,0
NULL,NULL,2,0,0
NULL,NULL,1,0,0
"KS Besëlithia Lezhë",Albanien,8,1,0
