Verein,Land,"Jugendspieler in Akademie","Jugendspieler befördert",Transfererlös
"Pallasaarja Oulu",Finnland,17,14,6591511
"Stranraer FV",Schottland,12,9,6296540
"SSK Halmstad",Schweden,24,8,5686053
"Olimpico Zakynthos",Griechenland,6,4,5608739
"Unión Guadalajara",Spanien,10,2,5342267
"SC Stadl-Paura",Österreich,8,4,5123819
"WFV Ahlen",Deutschland,19,11,4886982
"ACC Recanati",Italien,4,1,4854134
"FC Logroño",Spanien,4,3,4844653
"AW Berchem",Belgien,8,6,4651702
"Lazio Albano",Italien,4,4,4644601
"Hayes Swords",England,9,7,4543228
"AC Isola Ischia",Italien,8,3,4451840
"Mencza Brzesko",Polen,4,1,4444445
"Atleticó Sarno",Italien,4,3,4125360
"Virtus Montecatini",Italien,8,5,4030722
Tüçlaspocht,Türkei,4,1,3715838
"OB Kiew",Ukraine,4,2,3678877
"Marche Verona",Italien,6,4,3583493
"Real Mouscron",Belgien,4,2,3455967
"Chesterfield Athletic",England,16,7,3440725
"UD Bermeo",Spanien,4,2,2997472
"FSK Salo",Finnland,4,3,2940459
"Atlético Montañesa",Spanien,5,3,2896805
"Athletic Athlone",Irland,5,3,2842680
"Veneto Noale",Italien,4,3,2730250
"Sicilia Leonfortese",Italien,4,3,2662936
"Brianzoli Monza",Italien,4,2,2601270
"Coastguards Warton",England,4,1,2572553
"SK Strømmen",Norwegen,16,12,2524026
"FA Prat",Spanien,4,3,2511058
"Atlético Torrelavega",Spanien,4,2,2383587
"Atletico Taranto",Italien,5,3,2382289
"FTE Gaillard",Frankreich,5,5,2333293
"Atlético Cuenca",Spanien,4,2,2330413
"Olimpico Serravalle",Italien,4,3,2268229
"Emilia Lentigione",Italien,4,2,2256068
"Intra Gorgonzola",Italien,6,3,2208061
"Northfleet Conquerors",England,4,2,2120398
"CCV Rovigo",Italien,4,3,2031431
"FK Vrapče 76",Kroatien,4,4,1947380
"AC Poggibonsi",Italien,5,4,1926914
"Pomorskie Bytów",Polen,8,5,1866766
"FC Chemois Norte",Frankreich,4,2,1806244
"SG Arta 2013",Griechenland,4,2,1531671
"USD Mérida",Spanien,4,1,1494457
"St. Naas 1922",Irland,5,4,1475403
"Citadelle Belfort",Frankreich,4,3,1462341
"RSC Genéve",Schweiz,4,2,1434468
"CS Zamudio",Spanien,6,2,1423503
"KON Maassluis",Niederlande,6,3,1410706
"Stade Orléans",Frankreich,6,4,1360706
"Ginnastica Imola",Italien,4,2,1348747
"SA Boulogne-sur-Mer",Frankreich,4,3,1332398
"Extrema Almendralejo",Spanien,4,3,1331500
"Grafiká Vlašim CF ",Tschechien,4,3,1312683
"Depor San Juan",Spanien,6,5,1294364
"Rayo Yeclano",Spanien,7,5,1278654
"Gioventà Venezia",Italien,10,7,1271668
"CV Pontevedra",Spanien,4,3,1231098
"Bath CA",England,5,1,1225445
"Tos Montemurlo 1956",Italien,4,3,1189373
"Täby IF",Schweden,14,8,1159496
"Union Reggio",Italien,6,4,1157258
"ES Zamora",Spanien,4,3,1095515
"SE Melilla",Spanien,4,3,1088899
"Krazla Ryazan",Russland,4,3,1072730
"FV Aranda de Duero",Spanien,10,3,1048302
"AS Grumellesi",Italien,6,5,1044704
"FC Alcantara 1943",Portugal,8,3,1021315
"Unión Vélez",Spanien,4,1,1008556
"Zhunya Kursk",Russland,4,3,980535
"BSV Friesdorf",Deutschland,14,4,955230
"Isla Krk",Kroatien,4,1,950001
Menemensport,Türkei,7,4,929960
"FF Veldhoven 1928",Niederlande,4,3,925361
"Royal Irún",Spanien,2,2,907871
"AJ Consolat",Frankreich,4,4,889040
"Sportivo Fondi",Italien,4,3,854399
"SS Vicentino Valdagno",Italien,6,3,841945
"ASS Nardò",Italien,4,2,830312
"CA Avant Bastia",Frankreich,4,2,830191
"USS Torrecuso",Italien,4,2,813754
"Santiago Somozas",Spanien,6,3,804661
"SA Tokat",Türkei,8,3,801522
"VGI Uddevalla",Schweden,4,2,795231
"Tamworth Soccer",England,4,2,777066
"FC Piteå",Schweden,4,3,775928
"1. KV Třinec",Tschechien,4,2,751480
"Creo Pomigliano",Italien,4,3,727275
"US Sochaux",Frankreich,6,1,715897
"Racing Amiens",Frankreich,4,2,658012
"Alleanza Arzachena",Italien,4,2,655511
"SK Frýdek-Místek 1921",Tschechien,4,1,637743
"Onore Castelfranco",Italien,4,3,602014
"SAT Velsen",Niederlande,5,3,593187
"Unión Calahorra",Spanien,5,5,589285
"Inter Kajaani",Finnland,4,2,584312
"Academica Bisceglie",Italien,4,3,572086
"SC Nero Fratta",Italien,4,3,550105
"SD Arezzo",Italien,4,2,541514
"LO Azpeitia",Spanien,4,2,522439
"Olympique Lausanne",Schweiz,6,4,521119
"UDL Lorca",Spanien,4,4,519522
"Unione Padova",Italien,8,4,517217
"Carlisle Athletic",England,4,2,506769
"Ballybofey FC",Irland,5,2,504870
"Pinerolo Calcio",Italien,5,3,503531
"SC Vooruit Boom",Belgien,4,2,495619
"Ebreichsdorfer AK",Österreich,6,3,491442
"BF Galabovo",Bulgarien,4,2,485775
"Juventude Sines",Portugal,4,2,484250
"US Fermo 1919",Italien,4,2,484082
"Luparense Calcio",Italien,4,2,481734
"Elgin Atletic",Schottland,4,2,468805
"AS Ontinyent",Spanien,4,2,459336
"Montrose City",Schottland,4,1,440908
"Umbrio Gubbio",Italien,6,3,440385
Peçzlikspocht,Türkei,4,2,436900
"Futuro Ciserano",Italien,4,4,426853
"RSD Segovia",Spanien,4,3,426853
"AL Nímes",Frankreich,4,2,422901
"Unio Gozzano 1925",Italien,4,2,411696
"Hocruxo Vigo",Spanien,4,1,400039
"Academica Cluj",Rumänien,4,2,398278
"Francavilla Calcio",Italien,4,1,396128
"Rayo Pozoblanco",Spanien,4,2,396128
"CS Onda",Spanien,4,2,394001
"Eendracht Tiel",Niederlande,7,3,386144
"Racing Requena",Spanien,4,3,383904
"PSV Tampere",Finnland,4,1,382780
"Royal Londerzeel",Belgien,4,2,377808
"Annan SC",Schottland,4,2,377808
"SK Yuzhno",Russland,4,1,376151
"FK Tychy 1970",Polen,4,1,374578
"Chelyabinsk KV",Russland,4,1,374578
"Fegyvertár Gyirmót",Ungarn,4,1,355711
"FC Varese",Italien,6,1,355711
"Dmino Stavropol",Russland,4,1,352032
"Tolmin CF",Slowenien,4,1,346324
"Depor Mieres",Spanien,4,1,333435
"RC Dingwall",Schottland,2,1,333435
"ASCS San Severo",Italien,4,1,327305
"Sportivo Mancha Real",Spanien,4,1,327305
"ES Boiro",Spanien,4,2,321827
"Littoral Dunkerque",Frankreich,4,1,320029
"Real Lloseta",Spanien,5,1,314840
"AC Agropoli 1925",Italien,4,3,313877
"Almad Diyarbakır ",Türkei,4,1,308961
"Sportiva Liventina",Italien,4,1,307793
"Uniòn Sassari",Italien,4,1,307793
"Vitoria Constanța",Rumänien,13,3,302427
"USD San Giovanni",Italien,4,2,302198
"Atletiek Aalst",Belgien,4,2,283273
"Sporting Lecco",Italien,4,1,259684
"CR Lučko",Kroatien,6,2,257055
"FK Abano",Italien,4,1,257055
"Welling Soccerstars",England,5,1,256679
"GIN Sestri Levante",Italien,4,1,244456
"Fortemente Vibo",Italien,4,1,244364
"Unión Praia",Portugal,4,1,236061
"Italia Brugnera",Italien,4,1,233686
"Sibir Irkutsk",Russland,6,1,232233
"UD Sagunto",Spanien,4,2,228448
"Chorne Odessa",Ukraine,2,1,217370
"Unión Azuqueca",Spanien,4,2,216859
"Calcio Legnago",Italien,4,1,213165
"Loja FC",Spanien,4,2,207680
"CBA Laredo",Spanien,4,1,194182
"ZG Rudeš 55",Kroatien,2,1,181466
"Rayo Goitioltza",Spanien,4,1,181466
"Temse Sport",Belgien,4,2,176633
"Dynamit Budějovice",Tschechien,4,1,145439
"RSD Lucena",Spanien,4,2,136631
Mersinspor,Türkei,2,1,119713
NULL,NULL,3,0,0
"Cristallo Colle",Italien,4,0,0
NULL,NULL,3,0,0
"GV Barcelos",Portugal,2,0,0
NULL,NULL,3,0,0
NULL,NULL,3,0,0
"ZA Dniprodzerzhynsk",Ukraine,2,0,0
NULL,NULL,3,0,0
NULL,NULL,3,0,0
"Sportivo Navalcarnero",Spanien,4,1,0
"ZK Gdynia",Polen,2,0,0
"Saransk CF",Russland,2,0,0
"Ponte Mozzano Calcio",Italien,4,1,0
NULL,NULL,3,0,0
NULL,NULL,3,0,0
"Academy Solihull",England,4,0,0
"KF Pojorâta 2012",Rumänien,4,0,0
"Dinamit Barnaul",Russland,4,0,0
NULL,NULL,3,0,0
NULL,NULL,3,0,0
NULL,NULL,3,0,0
"CF Forfar",Schottland,4,1,0
NULL,NULL,3,0,0
"Iruña Osasuna",Spanien,2,0,0
"FC Quintanapalla",Spanien,9,1,0
"Naardvo NK",Norwegen,4,0,0
"AF Créteil-Lusitanos",Frankreich,5,1,0
NULL,NULL,3,0,0
NULL,NULL,3,0,0
"Olipcza Zambrów",Polen,4,0,0
NULL,NULL,3,0,0
NULL,NULL,3,0,0
"Aftokínito Xanthi",Griechenland,2,0,0
"SC Moreira de Cónegos",Portugal,2,0,0
NULL,NULL,3,0,0
NULL,NULL,3,0,0
"Due Piraino",Italien,4,0,0
NULL,NULL,3,0,0
NULL,NULL,3,0,0
"Electric Aldershot",England,4,0,0
"Ibarranense CF",Spanien,4,0,0
NULL,NULL,3,0,0
"Stockport Hats",England,4,0,0
"AFK Karbach",Deutschland,5,2,0
"Avernese Calcio",Italien,4,0,0
NULL,NULL,3,0,0
"Ponsacco Calcio",Italien,4,0,0
"AS Mutilva",Spanien,4,1,0
"Ethnikos Volos",Griechenland,4,0,0
"SAK Łęczna",Polen,2,0,0
"Dinamo Hrvace",Kroatien,4,1,0
"Margates Owls",England,4,0,0
NULL,NULL,3,0,0
NULL,NULL,3,0,0
"IFK Oskarshamn",Schweden,4,0,0
"Sportivo Burgos",Spanien,2,0,0
NULL,NULL,3,0,0
NULL,NULL,3,0,0
"Worcester Albion",England,4,0,0
"Cappellen Town",Belgien,4,0,0
NULL,NULL,3,0,0
"Terme Monte",Italien,4,1,0
NULL,NULL,3,0,0
"Entella Chiavari",Italien,2,1,0
"CV Atletico Mazzano",Italien,4,0,0
NULL,NULL,3,0,0
"Eccellenza Jesina",Italien,4,1,0
NULL,NULL,3,0,0
"Tapfer Burghausen",Deutschland,9,0,0
