Verein,Land,"Jugendspieler in Akademie","Jugendspieler befördert",Transfererlös
"Cockburn United","Turks- und Caicosinseln",137,129,163494656
"FC Beachsoccer","Turks- und Caicosinseln",118,110,163480166
"Victory Unit FC",Malediven,140,132,163461760
"Al Ehwih SC",Syrien,129,121,163457000
"NDFH Edifice",Tschad,140,133,163366891
"Ultra Dvor KF",Mazedonien,114,106,163359501
"Allstar Lion FC",Ghana,87,80,163340993
"Liefa Nina",Tuvalu,97,89,163073369
"SC Al Ahmirat",Libyen,103,96,163001754
"Atlético Sarandí",Argentinien,117,109,162988430
"FC South Muli",Neukaledonien,122,109,162987697
"Union Bapaume",Frankreich,96,85,162875021
"Eintracht Offenbach",Deutschland,171,79,162863998
"Quienfuegas Soccer",Kuba,141,133,162852990
"Lumbam FC",Nepal,134,127,162780210
"KF Radar Kakanj","Bosnien und Herzegowina",131,123,162775599
"Blaugranas SC",Réunion,89,84,162768602
"Real Kotu",Gambia,136,128,162731850
"CSC Cayou",Guyana,119,111,162725064
"Mayaye Renai",Tschad,130,122,162684393
"Sportivo Alaves",Spanien,112,78,162669741
"Saskhel SV",Niger,104,96,162500021
"Exeter County",England,119,106,162492200
"Al Sholu FC",Jemen,137,130,162371772
"Maceió Alagoas CR",Brasilien,121,114,162289893
"FC Greentown",Anguilla,124,118,162263749
"Banja Luka CF","Bosnien und Herzegowina",112,104,162247761
"Zaamin FK ",Usbekistan,137,129,162226850
"Unionos Athen",Griechenland,107,99,162180547
"Khánh Hòa CF",Vietnam,132,125,162139508
"Sporting Aarau",Schweiz,159,121,162070915
"Militaire FC",Mali,48,40,162004280
"SC Al Ahuo ",Jemen,134,126,161970261
"Acresse FC",Israel,106,98,161924900
"AS Uijkan",Vanuatu,118,111,161728975
"DTE Groesbeek",Niederlande,89,74,161610119
"Hrvatskoj Pleternica",Kroatien,134,126,161579195
"ZH Winterthur",Schweiz,147,104,161498386
"Burlington United",Kanada,137,129,161240512
"CD Vilankuli",Mosambik,135,128,161077210
"SpVgg Arorangi 1980",Cook-Inseln,135,129,161032653
"Genua Calcio",Italien,130,89,161029391
"VT Arnhem",Niederlande,110,95,161013659
"Urheilu Ekenäs",Finnland,64,56,160974824
"Imboela Nkwazi",Sambia,93,76,160930955
"MFC Budapest",Ungarn,85,65,160908820
"Variado Serowe",Botswana,134,127,160901822
"ACE Escaldes",Andorra,129,121,160827179
"Union Kigali",Ruanda,115,107,160793802
"Sipaliwini Botopasi",Suriname,135,127,160748942
"Young Boys DES",Tansania,111,101,160731507
"Sporting Témara",Marokko,132,126,160713909
"Norwich Soccer",England,199,92,160683558
"Lok Tambov",Russland,131,123,160650724
"SC Orel Kranj",Slowenien,132,125,160621460
"ASSE Abengourou",Elfenbeinküste,138,130,160515281
"Amabhubesi Benoni",Südafrika,83,75,160499730
"Intra Bissau",Guinea-Bissau,122,115,160376228
"SC Starkstrom Wien",Österreich,166,100,160339427
"SSC Curepipe Stars",Mauritius,123,116,160330177
"KFC Eagles",Sambia,103,96,160103206
"Hansa Sudelbe",Deutschland,117,58,160082866
"Ashgabat FT \'98",Turkmenistan,134,126,159964892
"FC Aizawi \'89",Indien,133,126,159964023
"FK Tadazko",Tadschikistan,93,85,159960675
"Benzină Ploiești",Rumänien,141,133,159910928
"FK Niepołomice 1919",Polen,99,93,159907870
"Sportivo Aves",Portugal,105,91,159895227
"Royal Rincon",Bonaire,132,125,159817079
FMNS,"Nördliche Marianen",106,98,159802603
"Les Leprosos Rosario",Argentinien,84,75,159756630
"AFC Netanya",Israel,121,68,159717543
"SC Victoria Zapateer",Curaçao,130,123,159700407
"Azul Mendoza IR ",Argentinien,130,124,159655567
"Sportif Bangî","Zentralafrikanische Republik",97,89,159611671
"FCC Caguas",Puerto Rico,135,128,159561801
"Khouribga OLS",Marokko,131,124,159560149
"FC Urus",Papua-Neuguinea,116,108,159547126
"Al-Halai Juba",Südsudan,127,119,159536855
"RSD Aileu",Osttimor,113,105,159516006
"Paraná CA",Brasilien,106,99,159501941
"FSV Hildesheim",Deutschland,134,65,159447976
"SE Zalaegerszeg",Ungarn,131,123,159336729
"SK Elverum",Norwegen,115,109,159335150
"Royal Oecusse",Osttimor,110,104,159273114
"GK Kauniainen",Finnland,137,129,159226053
"SFC Anse 1984",Seychellen,97,90,159223038
"AS Dunărea Giurgiu",Rumänien,162,118,159204995
"SMC Mitologicos",El Salvador,133,125,159200597
"Atlético Pelotas",Brasilien,150,143,159054177
"Military Cambodia",Kambodscha,142,134,158964319
"DFC Middleham",Dominica,132,124,158940562
"US Lepe",Spanien,116,106,158899772
Kocaelispor,Türkei,147,62,158899570
"Lạcâu Quảng Ninh",Vietnam,83,75,158847268
"Frihed Fredericia",Dänemark,91,74,158779455
"RWB Windeck",Deutschland,108,62,158764570
"Unión Mafra",Portugal,113,103,158726729
"IKK Klaksvík",Färöer,130,91,158708238
"RCD Le Tampon",Réunion,104,96,158631205
"KON Maassluis",Niederlande,80,73,158626156
"Taaranbhta Zarzis",Tunesien,123,115,158606651
"Real Cuenca",Ecuador,116,109,158528816
"SC Pago Pago",Amerikanisch-Samoa,132,125,158489473
"Jeunesse Antananarivo",Madagaskar,108,100,158438255
"Napk Mykolaiv",Ukraine,122,114,158406077
"Alfreton Derbyshire",England,110,101,158405149
"HSC Mbabane",Swasiland,139,131,158371101
"Al Karko SC",Irak,131,124,158182358
"Mitchelstown CF",Irland,127,119,158009986
"KF Bosna Kakanj","Bosnien und Herzegowina",84,76,158000252
"Youth Paku",Samoa,131,124,157955265
"Unión Grombalia",Tunesien,104,96,157908417
"ASLB Soccer",Liberia,127,120,157657792
"KV Kratovo",Mazedonien,122,115,157587691
"Găgăuzia Ceadîr-Lunga",Moldawien,132,124,157508812
"Rabita SC",Südsudan,137,129,157502020
"SC Au Cap",Haiti,134,128,157490884
"Opava FV",Tschechien,125,118,157486657
"Zaragoza Heroes",Mexiko,136,128,157466352
"United Travrika",Papua-Neuguinea,127,119,157456842
"Les Oranges Berkane",Marokko,141,133,157344853
"ZU Dangosh",Usbekistan,121,113,157313073
"Aracaju CS",Brasilien,116,108,157176766
"Alleanza Arzachena",Italien,116,108,157144795
"FK Al Tihrar",Eritrea,104,97,157026263
"Naxxar Soccer",Malta,120,112,157022717
"Gerenal Barinas",Venezuela,133,125,156909004
"Young Boys SC",Bahamas,118,111,156908409
"Salò Calcio",Italien,133,84,156851959
"Rahmatu MFS",Bangladesch,140,132,156820331
"Al Mosanah `19",Oman,136,128,156810602
"AK Xolos de Tijuana",Mexiko,134,126,156773076
"Crișana Arad",Rumänien,130,122,156732098
"Flamingo Nikiboko",Bonaire,116,108,156729811
"SC Butsfeld",Barbados,137,129,156607207
"Club España 98",Chile,119,112,156533484
"Züricher SK",Schweiz,129,75,156455216
"Športový Krásna",Slowakei,151,133,156445070
"Bakgaga SC",Südafrika,137,129,156432021
"FA Sagadem Tarkmen",Turkmenistan,122,114,156401875
"Ipswich Boys",England,85,49,156401149
"Athlético Luqueño",Paraguay,54,46,156386782
"Dzenuo FC",Bhutan,135,128,156304872
"Royal Armée",Marokko,118,110,156253081
"SSC Al-Marraikh",Südsudan,132,124,156243440
"FV Trabzonhir",Türkei,119,87,156119207
"New Radio FC",Malediven,102,80,156088330
"Qoolley Elman",Somalia,113,105,156076145
"Stade Saint-Louisienne",Réunion,135,127,156032797
"Avarua Jets",Cook-Inseln,127,119,156006244
"Ciclón Humaco",Puerto Rico,135,128,155892222
"Auckland Town",Neuseeland,103,83,155873529
"Sternas Tripolis",Griechenland,115,78,155741255
"National Police CF",Benin,132,124,155715217
"Beuter Jeru FC",Israel,133,125,155691542
"PE Chilli United",Südafrika,121,104,155635561
"HS Lyngby",Dänemark,143,119,155596902
"Qorn FC",Iran,136,128,155594945
"FC Foolad",Iran,122,115,155524254
"Arorae CF",Kiribati,119,112,155428638
"AS Iași",Rumänien,136,129,155374148
"VBC Kortrijk",Belgien,111,103,155292188
"Almuruhra United",Bahrain,120,112,155242180
"Atlas Guadalajara",Mexiko,115,102,155161625
"SC Abilities","Amerikanische Jungferninseln",130,106,155131753
"KS Grimstad",Norwegen,123,116,155057010
"SDC El Rojo","Dominikanische Republik",137,129,154982469
"SV Pasching",Österreich,87,58,154804230
"BA Sociedad",Argentinien,133,125,154728317
"ASP National",Réunion,123,115,154630400
"Union Celje",Slowenien,129,121,154579876
"Devonshire United",Bermuda,123,115,154574839
"Miarinarivo Sport",Madagaskar,61,55,154446271
" YFC Diósgyőr",Ungarn,105,98,154430198
"ASC Dakari",Senegal,123,115,154391766
Dzenlispur,Türkei,88,58,154379859
"SFB Village","St. Kitts und Nevis",140,133,154360252
"Unì Viseu",Portugal,69,58,154354403
"Wiener SC",Österreich,116,73,154163024
"Royale Club Cohtis",Curaçao,105,98,154042978
"Sportivo Cuneo",Italien,78,71,153833560
"Arsenal Horsens",Dänemark,201,102,153827484
"Vanua Labasa",Fidschi,111,103,153789882
"Esportiva Tunis",Tunesien,133,125,153753974
"Meshrab Fès",Marokko,135,128,153746991
"Al I`kmerah",Irak,85,79,153728836
"Chaman FC",Pakistan,130,122,153709467
"Tianjin Songs",China,128,120,153697511
"Island Stars C.F.","Antigua und Barbuda",112,104,153675966
"SC Souwa",Oman,136,128,153578534
"Castries Rangers",St. Lucia,132,124,153515973
"Sankt Brest FK",Weißrussland,131,124,153444389
"FC Vuga",Sansibar,105,98,153436328
"FV Dumbarton 1871",Schottland,84,76,153367881
"RCD Viqueque",Osttimor,135,128,153328385
"Azulão Marabá",Brasilien,128,121,153319624
"SDC Pintana 08",Chile,119,111,153281772
"Zemlja Bălți",Moldawien,125,117,153211316
"Rayo Pozoblanco",Spanien,111,102,153152541
"LPA Guastatoya",Guatemala,120,115,153056722
"Mohamma SC Dhaka",Bangladesch,137,129,153038746
"FAK Kemi",Finnland,100,92,153025031
"ZFC Elizabeth","St. Vincent und die Grenadinen",112,105,153012802
"Atletiek Westerlo",Belgien,101,93,152792361
"FK Gračanica","Bosnien und Herzegowina",110,102,152689754
"FC Tbilisi",Georgien,136,129,152607337
"FCB Aubstadt",Deutschland,140,75,152422463
"Ashton Sports",England,73,65,152404982
"KF Rila Razlog",Bulgarien,139,132,152361329
"SK Kongsvinger 1893",Norwegen,127,119,152357131
"Sport Umeå",Schweden,138,120,152329950
"POTE Baryssau",Weißrussland,112,105,152303103
"CSF Matavera",Cook-Inseln,101,93,152141046
"Kouilou Pointe-Noire","Republik Kongo",128,121,152069736
"Bahamas United",Bahamas,119,112,152042451
"Quezon Sparks",Philippinen,131,123,151916907
"Tan Heros","Nördliche Marianen",132,125,151916179
"Union Crewe",England,103,91,151763227
"Sportif ANATAN",Madagaskar,133,125,151743915
"Paintu FC",Guam,137,129,151558311
"Cheteau Wildcats","St. Vincent und die Grenadinen",132,125,151557075
"Dalian United",China,147,140,151533567
"CSA Suceava",Rumänien,139,131,151465333
"TAK Freialdenhoven",Deutschland,78,32,151462259
"Opolskie Kluczbork",Polen,144,120,151350220
"Eagles C.F.",Bahamas,109,101,151331948
"Jogoo Villa",Uganda,109,101,151245709
"Dynamit Zagreb",Kroatien,121,74,151241700
"Cherkasy FC",Ukraine,84,76,151219504
"Tadjoura Ville",Dschibuti,130,122,151208077
"Blessed St Albans",England,119,109,151168409
"Électricité Nationale",Tschad,135,129,151144350
"Estivadora Ilheus",Brasilien,128,120,151071078
"UC Popayán",Kolumbien,135,129,151024605
"El-Rhainbo FK",Südsudan,136,129,150990995
"FCL Police ",Laos,138,127,150967724
"Häcken GB",Schweden,144,108,150864458
"Radnički SB",Kroatien,124,116,150822727
"Vhoru Oleksandrija ",Ukraine,81,71,150794261
"SG Arta 2013",Griechenland,130,122,150714272
"FK Shah Alam",Malaysia,134,127,150710985
"Cannon Dungannon",Nordirland,101,94,150701476
"Maunguja SC",Sansibar,111,104,150695821
"VV Moengo",Suriname,119,112,150693549
"BA Juniors",Argentinien,85,76,150652000
"Sportivo Sé",Brasilien,108,100,150533768
"Soccer Socieda",Honduras,110,103,150449617
"Druk Union ASC",Bhutan,135,127,150404747
"Vonat Debrecen",Ungarn,71,63,150375730
"Pallok Vantaa",Finnland,151,131,150353875
"BF Luanda Águias  ",Angola,92,69,150332910
"Aittifaq Bou Saâda",Algerien,90,83,150267748
"Oranje Emmen",Niederlande,87,72,150245769
"ES Boiro",Spanien,140,132,150219145
"SC Ocotal",Nicaragua,125,118,150154796
"Al Kerehbo FC",Irak,123,115,150114722
"AFC Magics",Anguilla,133,125,150063622
"SSY Elephants",Laos,129,121,150041447
"ASC Apatouse",Guyana,137,130,149976496
"Decano Paraná",Argentinien,130,122,149937468
"AFK Pomorie",Bulgarien,84,76,149884615
"CS Zamudio",Spanien,80,73,149860401
"Esportiva Covilhã",Portugal,126,113,149800515
"Victory Simpson Bay","Sint Maarten",134,126,149778609
"Fier Galați",Rumänien,120,112,149721248
"Soccer Lautoka",Fidschi,125,117,149715398
"Eintracht Hadamar",Deutschland,122,65,149692123
"Tipperary Soccer",Irland,130,120,149690684
"South Pense",Samoa,117,109,149678738
"Kriti Platanias",Griechenland,159,72,149579593
"Don Pétionville FC",Haiti,109,101,149560894
"St. Patrick CF",Schottland,124,100,149490534
"SPC Shimizu",Japan,149,111,149423960
"Zleza Gabès",Tunesien,133,125,149413346
"Mesta Bansko KF",Bulgarien,113,102,149310022
"Khaan FC",Pakistan,131,124,149264668
"Balaka Lions",Swasiland,133,126,149200914
"AFC Britains",Aruba,131,124,149072529
"Academia Club","Dominikanische Republik",129,121,149068768
"Khader SC",Palästina,131,123,149063282
"FK Sbeïtla 1951",Tunesien,136,128,149016731
"KA Larisa",Griechenland,118,106,148999663
"Shan Warriors",Myanmar,136,128,148968069
"CDU Moyobamba",Peru,137,130,148939928
"SC Top Layer","Cayman Islands",133,125,148931131
"Bólt Tórshavn 36",Färöer,120,112,148751986
"SC Michalovce",Slowakei,95,88,148693686
"Nyanza Universe",Burundi,124,116,148651204
"Palmerston North City ",Neuseeland,115,107,148609556
"FV Doncla Praha",Tschechien,108,91,148583026
"NMS Police",Niger,131,124,148579606
"KDF Banjul",Gambia,134,128,148578203
"JKA Ylivieska",Finnland,131,124,148576820
"SSC Wörgl",Österreich,84,78,148508432
"Fortuna Hennef",Deutschland,92,45,148507024
"Sportivo Mancha Real",Spanien,90,72,148442330
"Erekutoronikusu Ōsaka",Japan,91,84,148390326
"Zoughari Relizane CF",Algerien,108,96,148378591
"Range FC",Hongkong,137,129,148376854
"SSC Ouagadougou",Burkina Faso,122,114,148359537
"Atlasi Khénifra",Marokko,134,127,148330401
"Sportivo Pereira",Kolumbien,120,112,148133283
"Uni Quito",Ecuador,134,127,148118811
"FC Demba",Lettland,137,130,148101426
"Deportiva Savaneta",Aruba,138,130,148097259
"Inter Hamoir",Belgien,99,77,147968343
"BA Chacarita 05",Argentinien,142,136,147960324
"AS Chișinău",Moldawien,129,123,147895497
"SC Central",Jamaika,138,131,147894594
"Général Fiokpo",Togo,106,98,147876340
"Mato Cuiaba",Brasilien,90,83,147805595
"CDS Canarinhos",Mosambik,142,134,147675943
"Jekla Kidričevo",Slowenien,123,115,147636027
"Lasfaâri El Jadida",Marokko,139,131,147601054
"Prince Agosto",Äquatorialguinea,136,128,147595549
"CD Chinandega",Nicaragua,119,112,147547974
"AS Petit-Canal",Guadeloupe,136,129,147546384
"Sunny Palacio","Nördliche Marianen",137,130,147545700
"Maebungwasan CF",Nordkorea,110,89,147524526
"Diano FC",Senegal,138,106,147511185
"Yaracuy San Felipe",Venezuela,125,117,147502266
"Dalälven Borlänge",Schweden,94,87,147424032
"FKK Annabichl",Österreich,108,101,147366666
"TC Maled",Malediven,139,131,147333629
"TCF Sharks","Turks- und Caicosinseln",101,94,147278124
"AJ Concarneau",Frankreich,126,119,147034282
"ASK Oberwart",Österreich,86,78,146942615
"United Instarp",Papua-Neuguinea,133,125,146906008
"Valby BK",Dänemark,85,68,146780670
"Taungoo United",Myanmar,124,117,146768399
"SC Sotuh\'a",Tonga,119,111,146686272
"Jongdenus SC",Bonaire,136,129,146602574
"Intra Pordenone",Italien,113,96,146542528
"Burton United",England,90,53,146467986
"AFK Kapan",Armenien,95,87,146422124
"KF Široki Brijeg 1948","Bosnien und Herzegowina",113,105,146387845
"DPS Philipsburg","Sint Maarten",131,124,146378802
"Vorvaard Haugesund",Norwegen,88,80,146293265
"FVB Larnaka",Zypern,99,92,146183082
"KS Kavajë",Albanien,139,110,146142671
"Caledonia Lössi CF",Neukaledonien,142,134,146084103
"LAB Cochabamba",Bolivien,110,102,146077003
"Spartak Izhevsk",Russland,51,44,145762576
"CS Algeciras",Spanien,89,81,145691408
"AS Huila Neiva",Kolumbien,68,61,145657828
"Nárcito Capibarabe",Brasilien,101,92,145613964
"Peñarol Montevideo CF",Uruguay,119,94,145492359
"WW Carrington Purples",Barbados,138,130,145419879
"Gafsa Métlaoui",Tunesien,141,135,145321418
"SD Tucumán",Argentinien,87,80,145311604
"FV Zoro",Aserbaidschan,164,105,145279818
"Tusk Elephants",Kenia,143,136,145264044
"FC Acura Eagle",Ghana,113,105,145205647
"FKS Athen",Griechenland,119,85,145185269
"Freshwater Sharks","Britische Jungferninseln",115,109,145171347
"SFC Mamba",Swasiland,131,124,145161148
"SpVgg Siegen",Deutschland,109,61,145095631
"SC Huddein",Jordanien,140,132,145009053
"Unión Petapa",Guatemala,135,128,144995311
"Unione Teramo",Italien,111,103,144946274
"Kupiji FC",Vanuatu,129,121,144896385
"Notsé Anges",Togo,136,128,144892425
"Ayaweday Pathein CD",Myanmar,103,96,144704066
"SC Ballymena",Nordirland,123,116,144658138
"Forza York FC",Kanada,89,80,144589700
"Cankuzo Muremera",Burundi,119,112,144495250
"UD Agonlin",Benin,133,126,144467766
"M\'bo Tukama ",Tonga,135,127,144447145
"Candela de América",Paraguay,135,127,144431324
"FKA Wacker Mödling",Österreich,148,77,144422104
"Rodóva Marijampolė",Litauen,126,121,144247007
"Racing SC Liège",Belgien,157,89,143946675
"Sarawak BSC",Malaysia,137,130,143881377
"Wildcats CF","Nördliche Marianen",97,90,143876287
"FK Port Djibouti",Dschibuti,87,79,143863682
"Young Boys Muhoroni",Kenia,142,130,143844374
"KOZ Werkendam",Niederlande,136,130,143836139
"Thegaf Tulka FC",Palästina,130,122,143765083
"Sociedad Rio Plate",Ecuador,110,102,143728898
"CF Valparaíso",Chile,135,127,143709696
"AFK Svätý Jur",Slowakei,131,123,143640307
"SC Top Gunners","Cayman Islands",104,96,143613062
"SK Moskau",Russland,117,71,143507158
"Al-Zaeem Omdurman",Sudan,136,128,143507038
"Joinville 75 SC",Brasilien,86,78,143435110
"Eutiner FC 1918",Deutschland,77,47,143413769
"AZ Nchalo Tigers",Malawi,123,115,143413767
"Atletický Myjava",Slowakei,103,92,143305010
"IP Ljungskile",Schweden,115,107,143117801
"Peterhead United",Schottland,108,94,143070333
"RB St. Pauloise",Réunion,119,112,142756486
"Trabajadore Lanús",Argentinien,92,84,142739395
"Leeuw Brakel",Belgien,135,128,142573282
"Analamanga FC",Madagaskar,123,116,142563167
"Hayes Swords",England,114,107,142558706
"Chevrokry Głogów",Polen,55,47,142489945
"Unión Hurricán BA",Argentinien,102,96,142383189
"SCL Ponce",Puerto Rico,140,133,142307897
"Sportowy Tosno",Russland,136,129,142198354
"Agrar FB",Färöer,100,92,142156429
"FK Vidin 1922 ",Bulgarien,128,121,142113681
"Al Otuba SC",Oman,136,128,142101161
"Alianza Envigado",Kolumbien,72,66,141962326
"SFC Passe",Seychellen,121,113,141899639
"SC Guédiawaye",Lettland,109,102,141864057
"SC Matoury",Französisch-Guyana,128,121,141863774
"Alliance Køge ",Dänemark,118,71,141832206
"Vamos La Roda",Spanien,104,96,141820730
"ASV Kinshasa","Demokratische Republik Kongo",129,122,141790630
"Tungurahua Ambato",Ecuador,110,102,141610360
"Mufuzanzo FK",Sansibar,135,129,141593816
"KB Sarıyer",Türkei,95,87,141535173
"Al Jamobb",Irak,132,124,141504923
"SFC Hwange",Simbabwe,154,114,141469402
"Union Malabo",Äquatorialguinea,81,74,141454527
"Trombas Limón",Costa Rica,134,127,141347244
"George Town Unity","Cayman Islands",132,124,141338605
"SSK Lankowitz",Österreich,87,78,141316325
"Luminous Shijiazhuang",China,133,126,141242637
"United Fayez","Vereinigte Arabische Emirate",136,129,141183274
"Shingdeng Jinan",China,141,132,141110836
"Rudar Dob SK",Slowenien,106,98,141027911
"SML Nyköping",Schweden,130,120,141022277
"Sociedad Almería",Spanien,92,62,140935447
"Tweede Enschede",Niederlande,162,89,140859890
"FA Borbujak ",Tadschikistan,134,126,140855202
"Yankee Caicos","Turks- und Caicosinseln",136,128,140717568
"FKPG St. Johann ",Österreich,103,92,140410631
"Þráttótur Reykjavík",Island,69,46,140258965
" Mamelodi Skyfighter ",Südafrika,130,123,140019119
"VIK Helsinki",Finnland,109,102,139931690
"Diplomatie SC","Zentralafrikanische Republik",142,135,139911363
"Union Garching",Deutschland,86,73,139909443
"Pobizhno Poltawa",Ukraine,106,99,139864011
"KFC Hope","St. Vincent und die Grenadinen",73,65,139807580
"UCAF Bangî","Zentralafrikanische Republik",117,109,139797840
"Stormbars FK",Litauen,95,88,139769506
"KPA Bandari",Kenia,130,123,139700825
"FC Avatele",Niue,127,120,139579223
"União Ermera",Osttimor,124,116,139506129
"Värnamo SK",Schweden,87,79,139461353
"FC Mineralhousse",Jamaika,126,113,139319781
"SC Ferrário Maputo",Mosambik,121,113,139105587
"Pomorskie Bytów",Polen,101,93,139083331
"Lomb Lumezzane",Italien,91,83,138947411
"Imker Zaprešić  FK",Kroatien,108,96,138835369
"Sicilia Leonfortese",Italien,112,100,138834860
"CFC Soufrière",St. Lucia,134,112,138790395
"Akona Ebebiyín",Äquatorialguinea,132,124,138612518
"FCA Omar Ali","Vereinigte Arabische Emirate",128,120,138611357
"Jaguares Metapán F.C.",El Salvador,136,128,138603886
"Babelsberger Kickers",Deutschland,186,93,138552158
"Dublanc Soccer",Dominica,132,124,138519762
"Avenir Iracoubo",Französisch-Guyana,132,124,138501535
"TSV Kitzbühel",Österreich,119,93,138362066
"Bakias FC",St. Lucia,118,111,138323145
"Carmathen United",Wales,62,54,138277090
"United Al Heydan",Jemen,111,103,138272800
"Szeged FC",Ungarn,126,118,138072831
"Gap\'s Paradise C.F.",Barbados,135,129,138052201
"AS Boulonnais",Frankreich,125,116,138041752
"Mazeye SC",Malediven,117,110,138013791
"Huaorani CF",Ecuador,132,125,138012719
"Umurava Armée PR",Ruanda,128,120,137992718
"Spotivo Zigi",Lettland,118,112,137876967
"FC Renowed ",Sri Lanka,132,114,137822678
"Real Santa Ana",El Salvador,113,104,137760580
"SC Archers",Namibia,78,71,137675086
"Intra Salgueiro",Brasilien,115,107,137660056
"SSL Ancona",Italien,121,114,137571602
"CS Lanzarote",Spanien,155,138,137558282
"Shanghai Chuánshuō ",China,105,97,137529516
"Gainsborough United",England,75,68,137509134
"Stade Macouria",Französisch-Guyana,135,127,137466139
"Tokio Greenies",Japan,95,86,137419595
"SV Monopoli Calcio",Italien,55,35,137385652
"VV Dessel Kings",Belgien,94,85,137349825
"KF Sezimovo Ústí",Tschechien,103,95,137288515
"GoTo Athletic","Cayman Islands",133,125,137244852
"Aftokínito Xanthi",Griechenland,121,114,137208041
"Vidi Székesfehérvár",Ungarn,173,136,137188462
"JK Linname",Estland,80,73,137163851
"FK Savusavu 1960",Fidschi,132,125,137151541
"Cyprus Aradippou",Zypern,123,111,137049590
"Tura Wizards",Namibia,81,73,137047013
"AS Caronno-Pertusella",Italien,132,124,136987942
"Tiflis SC",Georgien,124,116,136965397
"SpVgg Hauenstein",Deutschland,116,64,136899989
"Sporting Roeselare",Belgien,103,90,136895444
"Sportiva Pantoja","Dominikanische Republik",125,117,136866867
"RO Russe",Bulgarien,125,118,136733057
"OB Kiew",Ukraine,93,87,136599099
"Nagoya Orcas",Japan,122,95,136427937
"Graaf Doetinchem",Niederlande,121,105,136392999
"Grimsby Cleethes",England,102,90,136369806
"Khanas `77 FC","Vereinigte Arabische Emirate",134,126,136343191
"Asladara FK",Südsudan,135,127,136244044
"Violeta Campana",Argentinien,136,128,136196151
"Unión Fortaleza",Brasilien,104,96,136176356
"Sporting Iguel",Panama,86,80,136094204
"Pats Dublin CF",Irland,112,68,136058879
"Atlético Varzim",Portugal,74,66,136049850
"Mazowieckie Ząbki",Polen,112,103,136011784
"FK Ponghwasan",Nordkorea,105,92,135940587
"Albos Montevideo",Uruguay,107,75,135902921
"Vespa Fukuoka",Japan,118,112,135892441
"MP Union","Nördliche Marianen",137,130,135825466
"FK Faro",Portugal,94,76,135735535
"FK Nancy",Frankreich,120,81,135718037
"Jacksonville Army FC","Vereinigte Staaten",63,52,135655011
"Arica 78 CF",Chile,121,115,135600203
Borsasport,Türkei,117,63,135590201
"Escpis FC",Guam,137,129,135513920
"Associação Tuluá",Kolumbien,117,110,135477615
"FK Nizhny",Russland,101,94,135383028
"Soda Jönköping",Schweden,166,100,135288193
"Unión Zapala",Argentinien,80,72,135025789
"United Harmon FC",Guam,142,134,135024638
"AS Perugia",Italien,130,93,134978594
"FC Jeddeloh 1953",Deutschland,113,63,134923633
"Tempête Boeny",Madagaskar,62,54,134896563
"Cabinteely United",Irland,89,79,134894982
"All Seed",Katar,115,108,134883094
"SC Olympithlético",Burundi,115,108,134722270
"FC Banjul",Gambia,108,100,134717773
"Haïtien Lions CF",Haiti,74,66,134707071
"Ascoli Calcio 1895",Italien,137,111,134698206
"Stade Orléans",Frankreich,120,80,134539832
"Police Officers CF",Kambodscha,134,126,134439606
"Race Jou FC",Libanon,121,113,134413651
"ASC Macos",Guyana,111,103,134277317
"Dbikhinto Bassar",Togo,132,126,134235716
"SC Police",Somalia,127,120,134212023
"Soccer Mutalau",Niue,138,131,134191320
"SG Orenburg",Russland,134,111,134145340
"SD San Juan 07",Argentinien,136,129,134055555
"Thika United",Uganda,134,126,133930171
"FK Novo Mesto",Slowenien,122,114,133912143
"Shrewsbury United",England,116,97,133904524
"Gongu Leaf SC",Ghana,132,124,133815889
"Torna Budaörs",Ungarn,123,116,133723883
"GSC Baie-Mahault",Guadeloupe,136,128,133694512
"Bala City",Wales,161,127,133565507
"Deportivo Maracay",Venezuela,129,122,133508626
"IFF Västerås 05",Schweden,125,117,133403173
"SJ Diamonds",Réunion,131,124,133354791
"SC Tarabulus 1959",Libanon,116,108,133320911
"Al Hical Ilma United",Libyen,133,125,133177647
"Karpaky Wola",Polen,138,130,133175300
"Varginha EC",Brasilien,101,93,133100361
"Hellas FC","Amerikanische Jungferninseln",112,104,132973200
"BO Norrby",Schweden,115,108,132940350
"CV Pontevedra",Spanien,93,77,132893126
"SC Sidi Bouzid",Tunesien,116,108,132846473
"Alrriada Blida",Algerien,134,127,132837284
"Frigate United","St. Vincent und die Grenadinen",123,115,132537203
"FK Gomido-Kpalimé",Togo,128,120,132468927
"Oblast Astrakhan",Russland,106,97,132380151
"SSC Montpellier",Frankreich,123,102,132279382
"Ship Guam FC",Guam,134,127,132217539
"Moyen-Chari Sarh",Tschad,132,124,132179243
"Lok Trnje",Kroatien,96,88,132154891
"Alamat Yerevan",Armenien,176,97,132143569
"Atlético Santa Cruz",Argentinien,109,101,132142549
"Keshkok FK",Kirgisistan,137,130,132015064
"São Paulo CF",Brasilien,82,70,131990155
"Thuner SC",Schweiz,135,108,131957603
"VF Göteborg",Schweden,74,65,131944760
"SK Victoria St. Pölten",Österreich,161,60,131848105
"Bombshell FC","Antigua und Barbuda",133,125,131812121
"Holder United",Liberia,132,126,131784368
"Brócoli Lorca",Spanien,133,92,131606742
"CE Goiânia",Brasilien,93,85,131566786
"Kashima Horns",Japan,84,62,131546732
